title,brand,buy_time,km,speedbox,displacement,es_price,new_price,city,year_type,level,suv,horsepower,fuel,length,width,height,owners,drive 
别克 昂科威 2016款 28T 四驱豪华型,上汽通用别克,2016-12,2.25,自动,2.0T,18.00,32.60,广州,2016款,中型,1,260马力,汽油,4667,1839,1694,,前置四驱
标致301 2014款 1.6L 自动舒适版,东风标致,2015-05,4.49,自动,1.6L,4.70,10.30,广州,2014款,紧凑型,0,117马力,汽油,4442,1748,1476,,前置前驱
大众 高尔夫 2012款 1.6 自动时尚型,一汽-大众,2012-11,3.65,自动,1.6L,6.30,14.20,广州,2012款,紧凑型,0,105马力,汽油,4199,1786,1479,,前置前驱
福特 翼虎 2013款 2.0L GTDi 四驱运动型,长安福特,2013-03,6.05,自动,2.0T,10.86,11.4,广州,2013款,紧凑型,1,242马力,汽油,4524,1838,1695,,前置四驱
福特 翼搏 2013款 1.5L 自动风尚型,长安福特,2014-04,6.45,自动,1.5L,5.34,5.65,广州,2013款,小型,1,110马力,汽油,4280,1785,1658,,前置前驱
启辰T70 2015款 1.6L 手动睿行版,东风启辰,2016-03,3.71,手动,1.6L,5.20,9.70,广州,2015款,紧凑型,1,121马力,汽油,4542,1786,1626,,前置前驱
标致408 2015款 1.2T 自动豪华版,东风标致,2016-06,5.14,自动,1.2T,7.95,8.39,广州,2015款,紧凑型,0,136马力,汽油,4750,1820,1488,,前置前驱
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,上汽大众,2013-10,8.78,自动,1.6L,6.18,15.00,广州,2013款,紧凑型,0,110马力,汽油,4605,1765,1460,,前置前驱
大众 高尔夫 2011款 1.4TSI 自动舒适型,一汽-大众,2013-04,1.32,自动,1.4T,7.22,16.30,广州,2011款,紧凑型,0,131马力,汽油,4199,1786,1479,,前置前驱
日产 轩逸 2016款 1.6XV CVT智享版,东风日产,2016-10,4.16,自动,1.6L,8.75,9.28,广州,2016款,紧凑型,0,126马力,汽油,4631,1760,1503,,前置前驱
哈弗H6 2013款 升级版 1.5T 手动两驱精英型,长城汽车,2014-07,2.32,手动,1.5T,5.00,5.28,广州,2013款,紧凑型,1,150马力,汽油,4640,1825,1690,,前置前驱
大众 宝来 2013款 1.6L 手动时尚型,一汽-大众,2013-12,15.03,手动,1.6L,4.50,11.70,广州,2013款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,广汽丰田,2016-11,2.46,自动,2.0T,26.00,32.00,广州,2015款,中型,1,220马力,汽油,4855,1925,1720,,前置四驱
大众 途观 2016款 300TSI 自动两驱豪华版,上汽大众,2016-12,2.6,自动,1.8T,15.69,28.20,广州,2016款,紧凑型,1,160马力,汽油,4506,1809,1685,,前置前驱
别克 威朗 2015款 三厢 20T 双离合领先型,上汽通用别克,2015-09,6.55,自动,1.5T,7.91,8.37,广州,2015款,紧凑型,0,169马力,汽油,4718,1802,1471,,前置前驱
荣威350 2011款 350S 1.5L 自动迅达版,上汽集团,2012-09,10.72,自动,1.5L,3.10,3.29,广州,2011款,紧凑型,0,109马力,汽油,4521,1788,1492,,前置前驱
斯柯达 速派 2016款 TSI280 DSG创行版,上汽斯柯达,2016-05,4.82,自动,1.4T,11.40,20.60,广州,2016款,中型,0,150马力,汽油,4861,1865,1489,,前置前驱
MINI Countryman 2011款 1.6L COOPER Fun,MINI,2014-04,5.21,自动,1.6L,12.95,13.44,广州,2011款,紧凑型,1,120马力,汽油,4097,1789,1571,,前置前驱
宝马1系 2012款 116i 都市型(进口),宝马(进口),2012-02,4.45,自动,1.6T,10.10,30.20,广州,2012款,紧凑型,0,136马力,汽油,4324,1765,1458,,前置后驱
比亚迪F3 2015款 节能版 1.5L 手动舒适型,比亚迪,2017-04,4.12,手动,1.5L,2.89,3.02,广州,2015款,紧凑型,0,109马力,汽油,4605,1705,1490,,前置前驱
本田 奥德赛 2015款 改款 2.4L 智享版,广汽本田,2016-09,5.57,自动,2.4L,20.98,29.00,广州,2015款,MPV,0,186马力,汽油,4845,1805,1695,,前置前驱
本田 锋范经典 2012款 1.5L 手动舒适版,广汽本田,2014-05,16.76,手动,1.5L,3.98,9.70,广州,2012款,小型,0,120马力,汽油,4422,1695,1470,,前置前驱
三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,广汽三菱,2017-08,1.76,自动,2.4L,14.17,20.60,广州,2016款,紧凑型,1,192马力,汽油,4705,1810,1680,,前置四驱
福特 福睿斯 2015款 1.5L 手动舒适型,长安福特,2017-10,0.88,手动,1.5L,6.50,10.50,广州,2015款,紧凑型,0,113马力,汽油,4587,1825,1490,,前置前驱
雪佛兰 2015款 赛欧3 1.3L AMT理想版,上汽通用雪佛兰,2015-10,7.3,自动,1.3L,3.70,7.50,广州,2015款,小型,0,103马力,汽油,4300,1735,1503,,前置前驱
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,长城汽车,2014-08,5.48,手动,1.5T,6.00,14.00,广州,2014款,紧凑型,1,150马力,汽油,4649,1852,1710,,前置前驱
丰田 雷凌 2017款 1.8GS CVT精英版,广汽丰田,2017-05,2.66,自动,1.8L,9.80,15.40,广州,2017款,紧凑型,0,140马力,汽油,4630,1775,1480,,前置前驱
雪铁龙 世嘉 2012款 三厢 1.6L 自动品尚型,东风雪铁龙,2013-01,7.55,自动,1.6L,4.50,12.70,广州,2012款,紧凑型,0,106马力,汽油,4588,1773,1486,,前置前驱
起亚 智跑 2015款 2.0L 自动两驱版DLX,东风悦达起亚,,6.35,自动,2.0L,10.00,19.30,广州,2015款,紧凑型,1,165马力,汽油,4450,1855,1660,,前置前驱
丰田 凯美瑞 2013款 200E 经典精英版,广汽丰田,2014-11,10.81,自动,2.0L,11.00,19.80,广州,2013款,中型,0,147马力,汽油,4825,1820,1485,,前置前驱
起亚 智跑 2015款 2.0L 自动两驱版DLX,东风悦达起亚,2015-12,6.81,自动,2.0L,9.80,19.30,广州,2015款,紧凑型,1,165马力,汽油,4450,1855,1660,,前置前驱
福特 福克斯 2013款 三厢经典 1.8L 手动基本型,长安福特,2014-01,6.95,手动,1.8L,3.60,10.80,广州,2013款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,上汽大众,2013-12,14.83,自动,1.6L,6.50,15.00,广州,2013款,紧凑型,0,110马力,汽油,4605,1765,1460,,前置前驱
福特 福克斯 2011款 三厢 1.8L 自动时尚型,长安福特,2012-03,8.53,自动,1.8L,3.80,13.90,广州,2011款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
比亚迪G6 2012款 1.5TID 自动尊荣型,比亚迪,2012-10,3.8,自动,1.5T,3.50,12.60,广州,2012款,中型,0,154马力,汽油,4860,1825,1463,,前置前驱
现代 名图 2016款 1.8L 自动智能型GLS,北京现代,2016-06,6.01,自动,1.8L,9.30,16.30,广州,2016款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
哈弗H6 2012款 1.5T 手动两驱尊贵型,长城汽车,2013-05,7.54,手动,1.5T,4.00,13.00,广州,2012款,紧凑型,1,150马力,汽油,4640,1825,1690,,前置前驱
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,长城汽车,2014-09,5.67,手动,1.5T,5.50,14.00,广州,2014款,紧凑型,1,150马力,汽油,4649,1852,1710,,前置前驱
起亚 智跑 2015款 2.0L 手动两驱版GLS,东风悦达起亚,2015-10,4.39,手动,2.0L,8.00,17.70,广州,2015款,紧凑型,1,165马力,汽油,4450,1855,1660,,前置前驱
比亚迪S7 2015款 2.0T 自动尊贵型,比亚迪,2015-04,3.41,自动,2.0T,6.22,14.10,广州,2015款,中型,1,205马力,汽油,4835,1855,1720,,前置前驱
日产 轩逸 2016款 经典 1.6XE 手动舒适版,东风日产,2016-12,7.13,手动,1.6L,5.61,10.80,广州,2016款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
福特 嘉年华 2011款 三厢 1.5L 手动时尚型,长安福特,2012-10,6.22,手动,1.5L,2.90,9.80,广州,2011款,小型,0,103马力,汽油,4297,1722,1467,,前置前驱
丰田 雷凌 2016款 1.8GS CVT精英版,广汽丰田,2016-01,4.6,自动,1.8L,8.90,9.44,广州,2016款,紧凑型,0,140马力,汽油,4630,1775,1480,,前置前驱
现代 名图 2016款 1.8L 自动尊贵型DLX,北京现代,2016-01,4.22,自动,1.8L,9.70,17.30,广州,2016款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
现代 瑞纳 2014款 1.4L 自动智能型GLS,北京现代,2015-06,2.49,自动,1.4L,5.00,9.40,广州,2014款,小型,0,107马力,汽油,4375,1700,1460,,前置前驱
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL-i,一汽丰田,2017-09,1.27,自动,1.2T,10.43,14.10,广州,2017款,紧凑型,0,116马力,汽油,4620,1775,1480,,前置前驱
日产 天籁 2013款 2.0L XL舒适版,东风日产,2015-04,5.01,自动,2.0L,11.69,12.27,广州,2013款,中型,0,141马力,汽油,4868,1830,1490,,前置前驱
日产 轩逸 2012款 经典 1.6XE 手动舒适版,东风日产,2015-11,4.8,手动,1.6L,5.00,10.80,广州,2012款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
雪佛兰 科鲁兹 2011款 1.6L SL天地版 AT,上汽通用雪佛兰,2012-01,12.21,自动,1.6L,4.00,13.90,广州,2011款,紧凑型,0,121马力,汽油,4598,1797,1477,,前置前驱
大众 高尔夫 2016款 1.4TSI 自动R-Line,一汽-大众,2016-02,2.8,自动,1.4T,11.90,18.70,广州,2016款,紧凑型,0,150马力,汽油,4255,1799,1452,,前置前驱
福特 福克斯 2012款 三厢 1.6L 手动舒适型,长安福特,2014-04,4.6,手动,1.6L,4.90,5.19,广州,2012款,紧凑型,0,125马力,汽油,4534,1823,1483,,前置前驱
雪佛兰 科鲁兹 2016款 1.5L 自动时尚天窗版,上汽通用雪佛兰,2016-01,6.67,自动,1.5L,6.44,6.8,广州,2016款,紧凑型,0,114马力,汽油,4567,1786,1455,,前置前驱
长安CS35 2016款 1.6L 手动豪华型 国IV,长安汽车,2016-08,3.17,手动,1.6L,4.50,4.81,广州,2016款,小型,1,125马力,汽油,4160,1810,1670,,前置前驱
宝马5系 2014款 525Li 领先型,华晨宝马,2015-08,5.75,自动,2.0T,28.50,50.60,广州,2014款,中大型,0,218马力,汽油,5055,1860,1491,,前置后驱
斯柯达 速派 2016款 TSI330 DSG创行版,上汽斯柯达,2016-09,6.18,自动,1.8T,11.11,11.29,广州,2016款,中型,0,180马力,汽油,4861,1865,1489,,前置前驱
宝骏630 2013款 1.8L 自动舒适型,上汽通用五菱,2013-07,6.05,自动,1.8L,2.98,3.16,广州,2013款,紧凑型,0,143马力,汽油,4597,1736,1462,,前置前驱
现代 名图 2017款 1.8L 自动尊贵型DLX,北京现代,2018-03,2.06,自动,1.8L,11.23,17.30,广州,2017款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
沃尔沃V40 2016款 T3 智逸版(进口),沃尔沃(进口),2015-12,4.39,自动,1.5T,11.80,26.60,广州,2016款,紧凑型,0,152马力,汽油,4369,1802,1439,,前置前驱
丰田 威驰 2016款 1.5L 自动智臻星耀版,一汽丰田,2016-08,4.97,自动,1.5L,6.25,9.70,广州,2016款,小型,0,107马力,汽油,4410,1700,1490,,前置前驱
铃木 雨燕 2013款 1.5L 手动20周年限量版,长安铃木,2015-05,4.72,手动,1.5L,3.70,7.90,广州,2013款,小型,0,103马力,汽油,3765,1690,1510,,前置前驱
别克 英朗 2018款 18T 自动精英型,上汽通用别克,2018-02,1.99,自动,1.3T,7.92,14.50,广州,2018款,紧凑型,0,163马力,汽油,4609,1798,1486,,前置前驱
现代 索纳塔九 2015款 1.6T GLS智能型,北京现代,2016-01,4.2,自动,1.6T,10.74,11.24,广州,2015款,中型,0,180马力,汽油,4855,1865,1485,,前置前驱
传祺GS4 2016款 235T G-DCT豪华版,广汽乘用车,2016-06,11.38,自动,1.5T,7.11,15.60,广州,2016款,紧凑型,1,152马力,汽油,4510,1852,1708,,前置前驱
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,江淮汽车,2016-04,6.86,自动,1.5L,4.50,9.20,广州,2016款,小型,1,113马力,汽油,4325,1765,1660,,前置前驱
现代 朗动 2013款 1.6L 自动领先型,北京现代,2014-09,6.1,自动,1.6L,6.50,13.90,广州,2013款,紧凑型,0,128马力,汽油,4570,1775,1445,,前置前驱
别克 凯越 2013款 1.5L 自动经典型,上汽通用别克,2014-10,4.78,自动,1.5L,5.00,11.10,广州,2013款,紧凑型,0,113马力,汽油,4515,1725,1445,,前置前驱
雪佛兰 科鲁兹 2013款 1.8L SE AT,上汽通用雪佛兰,2014-06,6.88,自动,1.8L,5.60,14.90,广州,2013款,紧凑型,0,147马力,汽油,4598,1797,1477,,前置前驱
别克 凯越 2013款 1.5L 自动经典型,上汽通用别克,2015-04,9.95,自动,1.5L,4.20,11.10,广州,2013款,紧凑型,0,113马力,汽油,4515,1725,1445,,前置前驱
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,东风雪铁龙,2014-01,5.29,手动,1.6L,4.05,11.70,广州,2013款,紧凑型,0,117马力,汽油,4588,1773,1486,,前置前驱
日产 轩逸 2016款 经典 1.6XE 手动舒适版,东风日产,2017-04,2.27,手动,1.6L,5.90,6.13,广州,2016款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
日产 轩逸 2012款 1.6XE CVT舒适版,东风日产,2015-12,4.69,自动,1.6L,7.39,7.74,广州,2012款,紧凑型,0,126马力,汽油,4610,1760,1495,,前置前驱
北汽绅宝 绅宝X35 2016款 1.5L 自动豪华版,北京汽车,2016-11,3.6,自动,1.5L,4.33,9.20,广州,2016款,小型,1,116马力,汽油,4300,1815,1640,,前置前驱
福特 蒙迪欧-致胜 2011款 2.3L 豪华型,长安福特,2011-09,5.82,自动,2.3L,6.50,21.10,广州,2011款,中型,0,160马力,汽油,4854,1886,1495,,前置前驱
大众 宝来 2013款 1.6L 自动舒适型,一汽-大众,2013-12,11.07,自动,1.6L,6.25,13.90,广州,2013款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
长安CS75 2017款 尚酷版 1.5T 自动锋驭型,长安汽车,2017-12,2.12,自动,1.5T,8.83,9.06,广州,2017款,紧凑型,1,170马力,汽油,4650,1850,1705,,前置前驱
福特 福睿斯 2015款 1.5L 自动舒适型,长安福特,2015-06,14.75,自动,1.5L,5.50,11.70,广州,2015款,紧凑型,0,113马力,汽油,4587,1825,1490,,前置前驱
别克 英朗 2015款 15N 自动进取型,上汽通用别克,2016-01,6.92,自动,1.5L,6.13,13.00,广州,2015款,紧凑型,0,114马力,汽油,4587,1798,1463,,前置前驱
东南DX7 2018款 Prime 1.8T DCT尊贵型,东南汽车,2019-01,0.1,自动,1.8T,11.50,11.97,广州,2018款,紧凑型,1,197马力,汽油,4585,1900,1718,,前置前驱
本田 凌派 2013款 1.8L 自动豪华版,广汽本田,2014-11,4.2,自动,1.8L,8.53,8.8,广州,2013款,紧凑型,0,139马力,汽油,4650,1750,1505,,前置前驱
福特 嘉年华 2013款 两厢 1.5L 手动时尚型,长安福特,2014-04,1.97,手动,1.5L,4.20,9.80,广州,2013款,小型,0,110马力,汽油,3970,1722,1470,,前置前驱
大众 朗逸 2017款 230TSI DSG舒适版,上汽大众,2018-05,1.81,自动,1.4T,10.47,10.84,广州,2017款,紧凑型,0,131马力,汽油,4605,1765,1460,,前置前驱
日产 天籁 2013款 2.0L XE时尚版,东风日产,2014-05,9.19,自动,2.0L,10.79,11.07,广州,2013款,中型,0,141马力,汽油,4868,1830,1490,,前置前驱
丰田 花冠 2013款 1.6L 自动卓越版,一汽丰田,2014-09,6.66,自动,1.6L,6.05,6.29,广州,2013款,紧凑型,0,120马力,汽油,4555,1705,1490,,前置前驱
日产 奇骏 2014款 2.0L CVT舒适版 2WD,东风日产,2014-06,11.17,自动,2.0L,11.63,12.13,广州,2014款,紧凑型,1,150马力,汽油,4643,1820,1725,,前置前驱
丰田 威驰FS 2017款 1.5L CVT锋驰版,一汽丰田,2017-10,0.89,自动,1.5L,6.69,6.91,广州,2017款,小型,0,107马力,汽油,4140,1700,1495,,前置前驱
标致408 2015款 1.2T 自动豪华版,东风标致,2016-07,3.82,自动,1.2T,7.28,8.56,广州,2015款,紧凑型,0,136马力,汽油,4750,1820,1488,,前置前驱
大众 途安 2013款 1.4T 自动舒适版5座,上汽大众,2014-07,6.7,自动,1.4T,7.83,8.3,广州,2013款,MPV,0,131马力,汽油,4395,1794,1658,,前置前驱
大众POLO 2013款 1.4L 自动舒适版,上汽大众,2013-05,4.26,自动,1.4L,4.50,11.60,广州,2013款,小型,0,86马力,汽油,3970,1682,1462,,前置前驱
别克 君威 2015款 1.6T 精英技术型,上汽通用别克,2017-04,2.1,自动,1.6T,10.94,22.80,广州,2015款,中型,0,184马力,汽油,4843,1856,1484,,前置前驱
日产 奇骏 2014款 2.0L CVT舒适版 2WD,东风日产,2015-10,7.39,自动,2.0L,13.45,21.40,广州,2014款,紧凑型,1,150马力,汽油,4643,1820,1725,,前置前驱
比亚迪 宋 2016款 1.5TI 手动豪华型,比亚迪,2016-01,8.4,手动,1.5T,4.77,11.60,广州,2016款,紧凑型,1,154马力,汽油,4565,1830,1720,,前置前驱
本田 冠道 2017款 240TURBO 两驱豪华版,广汽本田,2017-12,2.84,自动,1.5T,21.82,27.50,广州,2017款,中型,1,193马力,汽油,4816,1942,1669,,前置前驱
凯迪拉克CT6 2017款 28T 豪华型,上汽通用凯迪拉克,2018-11,0.54,自动,2.0T,29.94,30.81,广州,2017款,中大型,0,276马力,汽油,5179,1879,1492,,前置后驱
路虎 发现神行 2016款 2.0T S,奇瑞捷豹路虎,2017-05,2.4,自动,2.0T,24.00,39.90,广州,2016款,中型,1,241马力,汽油,4599,1894,1724,,前置四驱
宝马5系 2013款 525Li 领先型,华晨宝马,2012-12,6.54,自动,2.0T,21.09,22.13,广州,2013款,中大型,0,218马力,汽油,5039,1860,1492,,前置后驱
本田 奥德赛 2017款 2.4L 舒适版,广汽本田,2016-11,5.57,自动,2.4L,17.68,18.25,广州,2017款,MPV,0,186马力,汽油,4845,1805,1695,,前置前驱
英菲尼迪Q50L 2016款 2.0T 悦享版,东风英菲尼迪,2016-02,6.59,自动,2.0T,18.42,33.60,广州,2016款,中型,0,211马力,汽油,4840,1823,1456,,前置后驱
宝马3系 2017款 320Li 豪华设计套装,华晨宝马,2017-07,2.23,自动,2.0T,22.44,41.20,广州,2017款,中型,0,184马力,汽油,4753,1811,1455,,前置后驱
北汽幻速H3F 2016款 H3F 1.5L 手动尊贵型,北汽银翔,2017-01,0.53,手动,1.5L,3.86,7.40,广州,2016款,MPV,0,114马力,汽油,4720,1790,1800,,前置前驱
本田 雅阁 2016款 2.0L 精英版,广汽本田,2016-09,3.93,自动,2.0L,13.94,20.60,广州,2016款,中型,0,155马力,汽油,4915,1845,1470,,前置前驱
大众 途观 2016款 300TSI 自动两驱舒适版,上汽大众,2016-03,3.68,自动,1.8T,14.01,14.37,广州,2016款,紧凑型,1,160马力,汽油,4506,1809,1685,,前置前驱
福特 翼虎 2013款 2.0L GTDi 四驱运动型,长安福特,2013-04,5.7,自动,2.0T,10.87,28.50,广州,2013款,紧凑型,1,242马力,汽油,4524,1838,1695,,前置四驱
比亚迪 秦 2015款 1.5T 双冠旗舰Plus版,比亚迪,2017-08,2.33,自动,1.5T,8.80,23.90,广州,2015款,紧凑型,0,154马力,插电式混合动力,4740,1770,1480,,前置前驱
宝骏730 2014款 1.5L 手动豪华导航ESP版 7座,上汽通用五菱,2015-05,4.97,手动,1.5L,5.30,9.00,广州,2014款,MPV,0,112马力,汽油,4685,1785,1745,,前置前驱
大众 捷达 2015款 质惠版 1.6L 自动舒适型,一汽-大众,2016-10,2.84,自动,1.6L,6.78,11.50,广州,2015款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
福特 福克斯 2012款 两厢 1.6L 自动风尚型,长安福特,2015-03,2.14,自动,1.6L,7.00,15.60,广州,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
日产 轩逸 2012款 经典 1.6XE 手动舒适版,东风日产,2014-12,6.41,手动,1.6L,5.00,10.80,广州,2012款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
宝骏560 2015款 1.8L 手动豪华型,上汽通用五菱,2015-12,3.62,手动,1.8L,5.50,9.70,广州,2015款,紧凑型,1,137马力,汽油,4620,1820,1750,,前置前驱
起亚K3 2013款 1.6L 自动GLS,东风悦达起亚,2015-06,5.63,自动,1.6L,7.50,13.50,广州,2013款,紧凑型,0,128马力,汽油,4600,1780,1445,,前置前驱
东风风神H30 2013款 CROSS 1.5L 自动尊尚型,东风乘用车,2013-08,6.69,自动,1.5L,3.18,9.30,广州,2013款,紧凑型,0,116马力,汽油,4351,1760,1528,,前置前驱
别克 凯越 2013款 1.5L 自动经典型,上汽通用别克,2015-01,6.1,自动,1.5L,5.00,11.10,广州,2013款,紧凑型,0,113马力,汽油,4515,1725,1445,,前置前驱
标致308 2014款 乐享版 经典 1.6L 自动优尚型,东风标致,2016-06,3.64,自动,1.6L,6.25,12.60,广州,2014款,紧凑型,0,117马力,汽油,4558,1805,1505,,前置前驱
大众 高尔夫 2010款 1.4TSI 自动豪华型,一汽-大众,2011-08,6.6,自动,1.4T,6.50,18.10,广州,2010款,紧凑型,0,131马力,汽油,4199,1786,1479,,前置前驱
福特 福克斯 2011款 三厢 1.8L 自动时尚型,长安福特,2011-05,13.13,自动,1.8L,3.50,13.90,广州,2011款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
现代 瑞纳 2010款 三厢 1.4L 手动BLUE型,北京现代,2012-05,8.23,手动,1.4L,3.00,9.50,广州,2010款,小型,0,107马力,汽油,4340,1700,1460,,前置前驱
传祺GS4 2015款 200T G-DCT豪华版,广汽乘用车,2015-10,3.11,自动,1.3T,7.10,7.53,广州,2015款,紧凑型,1,137马力,汽油,4510,1852,1708,,前置前驱
长安 逸动 2014款 1.6L 手动豪华型,长安汽车,2014-04,6.8,手动,1.6L,3.60,8.70,广州,2014款,紧凑型,0,125马力,汽油,4620,1820,1490,,前置前驱
比亚迪S7 2015款 2.0T 升级版 自动尊贵型,比亚迪,2015-12,2.52,自动,2.0T,6.45,6.79,广州,2015款,中型,1,205马力,汽油,4835,1855,1720,,前置前驱
丰田 雷凌 2014款 1.8GS CVT精英版,广汽丰田,2015-07,5.15,自动,1.8L,9.00,15.20,广州,2014款,紧凑型,0,140马力,汽油,4630,1775,1480,,前置前驱
雪铁龙C5 2013款 2.0L 自动尊享型,东风雪铁龙,2014-07,14.82,自动,2.0L,7.30,20.60,广州,2013款,中型,0,147马力,汽油,4805,1860,1458,,前置前驱
奇瑞 艾瑞泽7 2013款 1.6L CVT致领版,奇瑞汽车,2014-11,3.99,自动,1.6L,3.80,10.10,广州,2013款,紧凑型,0,126马力,汽油,4652,1825,1483,,前置前驱
别克 凯越 2013款 1.5L 自动尊享型,上汽通用别克,2013-09,6.85,自动,1.5L,4.29,4.54,广州,2013款,紧凑型,0,113马力,汽油,4515,1725,1445,,前置前驱
大众 桑塔纳 2015款 1.6L 自动舒适版,上汽大众,2015-05,2.78,自动,1.6L,6.00,12.40,广州,2015款,紧凑型,0,110马力,汽油,4473,1706,1469,,前置前驱
大众 捷达 2015款 质惠版 1.6L 手动时尚型,一汽-大众,2016-05,4.59,手动,1.6L,4.80,9.30,广州,2015款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
别克 英朗 2012款 GT 1.6L 自动舒适版,上汽通用别克,2014-01,6.87,自动,1.6L,5.16,5.55,广州,2012款,紧凑型,0,121马力,汽油,4671,1815,1478,,前置前驱
宝马X1 2014款 sDrive18i 时尚型,华晨宝马,2014-10,5.7,自动,2.0T,15.00,30.90,广州,2014款,紧凑型,1,156马力,汽油,4484,1798,1577,,前置后驱
丰田 RAV4 2013款 特享版 2.4L 自动四驱尊崇,一汽丰田,2013-05,10.64,自动,2.4L,11.41,26.50,广州,2013款,紧凑型,1,170马力,汽油,4630,1855,1720,,前置四驱
斯柯达Yeti 2017款 TSI280 DSG前行版,上汽斯柯达,2017-05,4.09,自动,1.4T,8.72,16.30,广州,2017款,小型,1,150马力,汽油,4275,1793,1682,,前置前驱
现代 名图 2016款 1.8L 自动智能型GLS,北京现代,2016-07,4.59,自动,1.8L,9.19,9.79,广州,2016款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
奥迪Q5 2013款 40 TFSI 技术型,一汽-大众奥迪,2014-03,6.29,自动,2.0T,22.00,46.40,广州,2013款,中型,1,211马力,汽油,4629,1898,1655,,前置四驱
别克 英朗 2018款 15T 双离合精英型,上汽通用别克,2018-02,0.99,自动,1.0T,8.41,13.80,广州,2018款,紧凑型,0,125马力,汽油,4609,1798,1486,,前置前驱
起亚K2 2012款 两厢 1.4L MT GLS,东风悦达起亚,2012-09,15.39,手动,1.4L,2.60,8.50,广州,2012款,小型,0,107马力,汽油,4120,1700,1460,,前置前驱
别克 君越 2014款 2.0T SIDI 精英技术型,上汽通用别克,2015-09,3.37,自动,2.0T,13.83,14.5,广州,2014款,中型,0,254马力,汽油,5005,1858,1500,,前置前驱
宝马7系 2011款 730Li典雅型(进口),宝马(进口),2012-04,15.98,自动,3.0L,26.00,97.50,广州,2011款,大型,0,258马力,汽油,5212,1902,1478,,前置后驱
本田XR-V 2015款 1.5L LXi CVT经典版,东风本田,2015-07,3.47,自动,1.5L,10.00,10.29,广州,2015款,小型,1,131马力,汽油,4270,1772,1605,,前置前驱
日产 天籁 2013款 2.0L XE时尚版,东风日产,2016-08,6.69,自动,2.0L,11.93,19.30,广州,2013款,中型,0,141马力,汽油,4868,1830,1490,,前置前驱
标致508 2015款 1.8THP 自动致尊版,东风标致,2015-06,10.13,自动,1.8T,10.22,10.72,广州,2015款,中型,0,204马力,汽油,4826,1855,1465,,前置前驱
凯迪拉克ATS-L 2016款 28T 时尚型,上汽通用凯迪拉克,2018-01,0.89,自动,2.0T,19.00,34.60,广州,2016款,中型,0,279马力,汽油,4730,1824,1426,,前置后驱
奔驰GLC级 2016款 GLC 260 4MATIC 豪华型,北京奔驰,2016-09,1.91,自动,2.0T,32.50,32.65,广州,2016款,中型,1,211马力,汽油,4661,1898,1664,,前置四驱
大众 捷达 2013款 1.6L 手动时尚型,一汽-大众,2014-06,4.68,手动,1.6L,4.40,9.60,广州,2013款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
宝马X1 2013款 sDrive18i 时尚型,华晨宝马,2013-10,6.68,自动,2.0L,11.03,11.18,广州,2013款,紧凑型,1,150马力,汽油,4477,1798,1577,,前置后驱
大众 速腾 2015款 1.6L 自动时尚型,一汽-大众,2016-03,7.85,自动,1.6L,8.34,15.60,广州,2015款,紧凑型,0,110马力,汽油,4655,1780,1453,,前置前驱
本田 飞度 2014款 1.5L SE CVT时尚型,广汽本田,2016-01,6.15,自动,1.5L,6.76,9.60,广州,2014款,小型,0,131马力,汽油,4065,1695,1525,,前置前驱
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,长城汽车,2016-04,4.46,自动,1.5T,8.00,14.80,广州,2015款,紧凑型,1,150马力,汽油,4649,1852,1710,,前置前驱
宝骏730 2014款 1.5L 手动豪华型 7座,上汽通用五菱,2014-10,3.04,手动,1.5L,5.00,8.80,广州,2014款,MPV,0,112马力,汽油,4685,1785,1745,,前置前驱
长安CS35 2015款 1.6L 手动豪华型 国IV,长安汽车,2016-02,3.12,手动,1.6L,4.80,9.00,广州,2015款,小型,1,125马力,汽油,4160,1810,1670,,前置前驱
