title,brand,buy_time,km,speedbox,displacement,es_price,new_price,city,year_type,level,suv,horsepower,fuel,length,width,height,owners,drive 
别克 英朗 2012款 GT 1.6L 手动进取版,上汽通用别克,2012-07,3.03,手动,1.6L,5.00,14.90,北京,2012款,紧凑型,0,121马力,汽油,4671,1815,1478,,前置前驱
雪铁龙C4L 2013款 1.8L 自动劲享版,东风雪铁龙,2013-12,11.01,自动,1.8L,5.33,15.60,北京,2013款,紧凑型,0,139马力,汽油,4620,1780,1498,,前置前驱
奔驰B级 2009款 B 200 时尚型(进口),奔驰(进口),2011-05,5.78,自动,2.0L,9.80,34.60,北京,2009款,紧凑型,0,136马力,汽油,4273,1777,1593,,前置前驱
标致3008 2015款 1.6THP 罗兰·加洛斯版,东风标致,2016-06,6.98,自动,1.6T,10.00,24.20,北京,2015款,紧凑型,1,167马力,汽油,4428,1840,1652,,前置前驱
福特 嘉年华 2011款 三厢 1.5L 手动时尚型,长安福特,2012-11,11.02,手动,1.5L,3.00,9.80,北京,2011款,小型,0,103马力,汽油,4297,1722,1467,,前置前驱
日产 奇骏 2012款 2.5L CVT尊享版 4WD,东风日产,2012-01,14.48,自动,2.5L,9.00,29.30,北京,2012款,紧凑型,1,184马力,汽油,4635,1790,1785,,前置四驱
起亚K3 2015款 1.6L 自动GLS,东风悦达起亚,2015-03,4.4,自动,1.6L,7.00,13.50,北京,2015款,紧凑型,0,128马力,汽油,4600,1780,1445,,前置前驱
北汽绅宝 绅宝X65 2015款 2.0T 手动精英型,北京汽车,2015-11,5.72,手动,2.0T,4.42,12.70,北京,2015款,紧凑型,1,177马力,汽油,4654,1816,1680,,前置前驱
别克 凯越 2015款 1.5L 手动经典型,上汽通用别克,2016-04,4.02,手动,1.5L,4.90,9.40,北京,2015款,紧凑型,0,113马力,汽油,4515,1725,1445,,前置前驱
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,长城汽车,2016-09,4.45,手动,1.5T,7.00,13.40,北京,2015款,紧凑型,1,150马力,汽油,4649,1852,1710,,前置前驱
马自达6 2012款 2.0L 自动时尚型,一汽马自达,2012-07,11.64,自动,2.0L,5.95,19.50,北京,2012款,中型,0,147马力,汽油,4670,1780,1435,,前置前驱
日产 阳光 2011款 1.5XE CVT舒适版,东风日产,2013-08,2.81,自动,1.5L,4.60,10.10,北京,2011款,紧凑型,0,112马力,汽油,4426,1696,1517,,前置前驱
大众 帕萨特 2015款 1.8TSI DSG御尊版,上汽大众,2016-03,3.41,自动,1.8T,14.65,26.00,北京,2015款,中型,0,160马力,汽油,4870,1834,1472,,前置前驱
别克 英朗 2010款 GT 1.8L 自动时尚版,上汽通用别克,2011-06,2.76,自动,1.8L,5.40,17.60,北京,2010款,紧凑型,0,147马力,汽油,4671,1815,1478,,前置前驱
大众CC 2013款 2.0TSI 至尊型,一汽-大众,2013-12,11.66,自动,2.0T,14.50,33.00,北京,2013款,中型,0,200马力,汽油,4812,1855,1417,,前置前驱
大众 高尔夫 2015款 1.4TSI 自动舒适型,一汽-大众,2015-03,3.9,自动,1.4T,9.00,16.80,北京,2015款,紧凑型,0,131马力,汽油,4255,1799,1452,,前置前驱
奥迪A6L 2011款 2.0 TFSI 自动标准型,一汽-大众奥迪,2012-06,9.81,自动,2.0T,14.60,42.30,北京,2011款,中大型,0,170马力,汽油,5035,1855,1485,,前置前驱
本田 奥德赛 2015款 2.4L 智享版,广汽本田,2017-09,1.85,自动,2.4L,20.84,29.00,北京,2015款,MPV,0,186马力,汽油,4830,1805,1695,,前置前驱
福特 野马 2016款 2.3T 性能版(进口),福特(进口),2016-06,1.52,自动,2.3T,27.00,43.40,北京,2016款,跑,0,314马力,汽油,4784,1916,1387,,前置后驱
大众 途安 2011款 1.4T 手动智尚版5座,上汽大众,2011-08,13.1,手动,1.4T,4.60,16.30,北京,2011款,MPV,0,131马力,汽油,4395,1794,1634,,前置前驱
奥迪A1 2014款 30 TFSI 技术型(进口),奥迪(进口),2013-11,3.29,自动,1.4T,10.00,24.40,北京,2014款,小型,0,122马力,汽油,3954,1740,1416,,前置前驱
福特 福克斯 2012款 两厢 1.6L 自动风尚型,长安福特,2013-07,4.26,自动,1.6L,5.36,15.60,北京,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
陆风X7 2015款 2.0T 全景尊贵版,陆风汽车,2016-02,8.46,自动,2.0T,7.30,15.20,北京,2015款,紧凑型,1,190马力,汽油,4420,1910,1630,,前置前驱
别克 威朗 2017款 三厢 15S 自动领先型,上汽通用别克,2016-12,2.49,自动,1.5L,8.23,8.54,北京,2017款,紧凑型,0,118马力,汽油,4718,1802,1466,,前置前驱
雪铁龙 世嘉 2012款 三厢 1.6L 自动品享型,东风雪铁龙,2012-09,3.36,自动,1.6L,3.88,14.00,北京,2012款,紧凑型,0,106马力,汽油,4588,1773,1486,,前置前驱
奔驰GLA级 2016款 GLA 200 动感型,北京奔驰,2017-05,1.33,自动,1.6T,22.00,29.30,北京,2016款,紧凑型,1,156马力,汽油,4431,1804,1532,,前置前驱
福特 福克斯 2013款 三厢经典 1.8L 自动百万纪念版,长安福特,2014-10,4.22,自动,1.8L,5.80,12.50,北京,2013款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
雪铁龙 爱丽舍 2014款 1.6L 手动时尚型,东风雪铁龙,2013-11,10.12,手动,1.6L,3.50,9.10,北京,2014款,紧凑型,0,117马力,汽油,4427,1748,1476,,前置前驱
别克 英朗 2014款 XT 1.6L 自动时尚版,上汽通用别克,2014-04,4.35,自动,1.6L,6.50,16.30,北京,2014款,紧凑型,0,121马力,汽油,4419,1814,1487,,前置前驱
标致307 2012款 两厢 1.6L 自动舒适版,东风标致,2012-08,4.42,自动,1.6L,4.00,11.50,北京,2012款,紧凑型,0,106马力,汽油,4212,1762,1531,,前置前驱
日产 阳光 2011款 1.5XE CVT舒适版,东风日产,2013-09,3.15,自动,1.5L,5.00,10.10,北京,2011款,紧凑型,0,112马力,汽油,4426,1696,1517,,前置前驱
起亚K2 2015款 三厢 1.4L AT GLS,东风悦达起亚,2016-11,0.65,自动,1.4L,5.80,9.30,北京,2015款,小型,0,107马力,汽油,4378,1700,1460,,前置前驱
大众 朗行 2013款 1.6L 自动舒适型,上汽大众,2014-12,6.69,自动,1.6L,7.50,15.30,北京,2013款,紧凑型,0,110马力,汽油,4454,1765,1460,,前置前驱
铃木 天语 SX4 2013款 1.6L 手动酷锐型,长安铃木,2014-11,14.37,手动,1.6L,4.00,8.70,北京,2013款,紧凑型,0,109马力,汽油,4135,1755,1605,,前置前驱
斯柯达 明锐 2015款 1.6L 手动逸杰版,上汽斯柯达,2015-04,5.04,手动,1.6L,6.00,14.00,北京,2015款,紧凑型,0,110马力,汽油,4659,1814,1460,,前置前驱
福特 福克斯 2012款 两厢 1.6L 自动舒适型,长安福特,2014-12,6.09,自动,1.6L,6.50,14.20,北京,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,长安福特,2014-03,9.25,自动,2.0T,11.30,22.00,北京,2013款,中型,0,203马力,汽油,4860,1854,1480,,前置前驱
日产 轩逸 2012款 经典 1.6XL 手动豪华版,东风日产,2017-11,1.38,手动,1.6L,7.00,12.00,北京,2012款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
大众 捷达 2015款 质惠版 1.6L 自动舒适型,一汽-大众,2016-03,3.36,自动,1.6L,6.50,11.50,北京,2015款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
雷诺 科雷傲 2012款 2.5L 两驱舒适导航版(进口),雷诺(进口),2012-05,3.13,自动,2.5L,9.00,28.00,北京,2012款,紧凑型,1,171马力,汽油,4522,1855,1715,,前置前驱
斯柯达 明锐 2013款 1.4TSI 手动逸俊版,上汽斯柯达,2013-08,6.22,手动,1.4T,5.30,16.20,北京,2013款,紧凑型,0,131马力,汽油,4569,1769,1462,,前置前驱
现代 全新胜达 2013款 2.4L 自动两驱智能型,北京现代,2015-07,3.1,自动,2.4L,13.00,27.10,北京,2013款,中型,1,189马力,汽油,4725,1880,1686,,前置前驱
长城C30 2013款 新视界版 1.5L 手动智尚型,长城汽车,2013-11,5.69,手动,1.5L,2.80,7.50,北京,2013款,紧凑型,0,106马力,汽油,4452,1705,1480,,前置前驱
宝马5系 2013款 520Li 典雅型,华晨宝马,2013-08,4.78,自动,2.0T,24.50,46.50,北京,2013款,中大型,0,184马力,汽油,5039,1860,1492,,前置后驱
别克 英朗 2012款 GT 1.6L 手动舒适版,上汽通用别克,2012-08,11.27,手动,1.6L,5.00,14.40,北京,2012款,紧凑型,0,121马力,汽油,4671,1815,1478,,前置前驱
别克GL8 2014款 2.4L 行政版,上汽通用别克,2014-09,5.16,自动,2.4L,10.50,26.90,北京,2014款,MPV,0,167马力,汽油,5213,1847,1750,,前置前驱
雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,上汽通用雪佛兰,2012-12,7.66,自动,2.4L,8.00,28.60,北京,2012款,中型,1,167马力,汽油,4673,1849,1756,,前置四驱
福特 福克斯 2012款 三厢 1.6L 自动风尚型,长安福特,2012-09,14.97,自动,1.6L,5.00,15.60,北京,2012款,紧凑型,0,125马力,汽油,4534,1823,1483,,前置前驱
北汽绅宝 绅宝X25 2015款 1.5L 自动精英型,北京汽车,2016-04,5.55,自动,1.5L,4.00,7.50,北京,2015款,小型,1,116马力,汽油,4110,1750,1583,,前置前驱
斯柯达 明锐 2010款 1.6L 手动逸致版,上汽斯柯达,2010-08,14.61,手动,1.6L,3.50,13.40,北京,2010款,紧凑型,0,105马力,汽油,4569,1769,1462,,前置前驱
铃木 雨燕 2016款 1.5L 自动时尚型酷玩版,长安铃木,2018-07,0.74,自动,1.5L,6.60,8.60,北京,2016款,小型,0,103马力,汽油,3765,1690,1510,,前置前驱
大众CC 2011款 1.8TSI 豪华型,一汽-大众,2011-06,6.03,自动,1.8T,11.00,28.60,北京,2011款,中型,0,160马力,汽油,4799,1855,1417,,前置前驱
起亚K5 2012款 2.0L 自动DLX,东风悦达起亚,2013-02,8.26,自动,2.0L,7.88,20.50,北京,2012款,中型,0,162马力,汽油,4845,1830,1460,,前置前驱
Jeep 自由光 2016款 2.4L 领先版智能包,广汽菲克Jeep,2016-11,3.21,自动,2.4L,14.80,25.60,北京,2016款,中型,1,175马力,汽油,4649,1859,1686,,前置前驱
奥迪A4L 2011款 2.0 TFSI 标准型,一汽-大众奥迪,2011-06,7.91,自动,2.0T,11.36,12.22,北京,2011款,中型,0,180马力,汽油,4763,1826,1426,,前置前驱
奔驰E级 2012款 E 200 L CGI优雅型,北京奔驰,2012-09,13.52,自动,1.8T,16.73,16.89,北京,2012款,中大型,0,184马力,汽油,5012,1855,1464,,前置后驱
大众 捷达 2015款 1.6L 手动舒适型,一汽-大众,2016-01,4.63,手动,1.6L,5.50,10.70,北京,2015款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
别克 英朗 2015款 15N 自动豪华型,上汽通用别克,2016-01,4.28,自动,1.5L,7.20,7.35,北京,2015款,紧凑型,0,114马力,汽油,4587,1798,1463,,前置前驱
现代 名图 2014款 1.8L 自动尊贵型DLX,北京现代,2014-07,3.94,自动,1.8L,8.65,17.30,北京,2014款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
本田CR-V 2012款 2.4L 四驱豪华版,东风本田,2013-11,4.07,自动,2.4L,13.85,14.06,北京,2012款,紧凑型,1,190马力,汽油,4550,1820,1685,,前置四驱
宝马X1 2012款 sDrive20i 领先型,华晨宝马,2012-11,9.46,自动,2.0T,12.80,39.30,北京,2012款,紧凑型,1,184马力,汽油,4469,1798,1583,,前置后驱
MINI Countryman 2011款 1.6L ONE,MINI,2012-03,3.58,自动,1.6L,12.11,12.46,北京,2011款,紧凑型,1,98马力,汽油,4097,1789,1571,,前置前驱
奥迪A6L 2014款 TFSI 标准型,一汽-大众奥迪,2014-06,5.53,自动,2.0T,24.00,24.58,北京,2014款,中大型,0,180马力,汽油,5015,1874,1455,,前置前驱
路虎 揽胜极光 2015款 2.0T 五门智耀版,奇瑞捷豹路虎,2016-03,2.48,自动,2.0T,25.09,25.41,北京,2015款,中型,1,241马力,汽油,4355,1900,1635,,前置四驱
宝马5系 2011款 523Li 豪华型,华晨宝马,2011-06,12.43,自动,2.5L,18.44,18.87,北京,2011款,中大型,0,204马力,汽油,5039,1860,1471,,前置后驱
福特 福克斯 2013款 两厢经典 1.8L 手动时尚型,长安福特,2013-09,2.75,手动,1.8L,4.80,12.20,北京,2013款,紧凑型,0,124马力,汽油,4342,1840,1500,,前置前驱
别克GL8 2014款 2.4L 经典版,上汽通用别克,2014-10,8.3,自动,2.4L,11.00,22.70,北京,2014款,MPV,0,167马力,汽油,5213,1847,1750,,前置前驱
江淮 瑞风S2 2015款 1.5L 手动豪华型,江淮汽车,2016-01,4.5,手动,1.5L,3.50,6.80,北京,2015款,小型,1,113马力,汽油,4135,1750,1568,,前置前驱
雪铁龙 爱丽舍 2014款 1.6L 手动时尚型,东风雪铁龙,2015-01,7.2,手动,1.6L,4.50,9.10,北京,2014款,紧凑型,0,117马力,汽油,4427,1748,1476,,前置前驱
现代ix35 2012款 2.4L 自动两驱尊贵版GLS,北京现代,2013-06,7.43,自动,2.4L,8.50,23.20,北京,2012款,紧凑型,1,174马力,汽油,4420,1820,1690,,前置前驱
福特 翼搏 2013款 1.5L 自动尊贵型,长安福特,2013-06,7.45,自动,1.5L,5.50,13.90,北京,2013款,小型,1,110马力,汽油,4280,1785,1658,,前置前驱
荣威350 2013款 350C 1.5L 手动迅捷版,上汽集团,2013-11,9.22,手动,1.5L,3.50,10.90,北京,2013款,紧凑型,0,109马力,汽油,4521,1788,1492,,前置前驱
别克GL8 2013款 2.4L 经典版,上汽通用别克,2013-06,8.48,自动,2.4L,10.00,22.70,北京,2013款,MPV,0,167马力,汽油,5213,1847,1750,,前置前驱
菲亚特 菲翔 2012款 1.4T 自动劲享版,广汽菲克菲亚特,2013-05,4.26,自动,1.4T,5.80,15.10,北京,2012款,紧凑型,0,120马力,汽油,4679,1850,1471,,前置前驱
别克 君威 2015款 2.0L 精英时尚型,上汽通用别克,2015-10,7.96,自动,2.0L,11.00,21.00,北京,2015款,中型,0,154马力,汽油,4843,1856,1484,,前置前驱
哈弗H1 2015款 1.5L AMT豪华型,长城汽车,2015-02,7.18,自动,1.5L,4.30,8.50,北京,2015款,小型,1,106马力,汽油,3898,1729,1621,,前置前驱
大众 宝来 2013款 1.6L 手动舒适型,一汽-大众,2013-08,5.44,手动,1.6L,5.50,12.60,北京,2013款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
大众 宝来 2015款 质惠版 1.6L 手动时尚型,一汽-大众,2015-12,5.19,手动,1.6L,6.80,11.40,北京,2015款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,江淮汽车,2016-02,5.79,手动,1.5L,4.20,8.10,北京,2016款,小型,1,113马力,汽油,4325,1765,1660,,前置前驱
别克GL8 2014款 2.4L 经典版,上汽通用别克,2015-01,3.17,自动,2.4L,12.50,22.70,北京,2014款,MPV,0,167马力,汽油,5213,1847,1750,,前置前驱
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,长城汽车,2014-04,16.26,手动,1.5T,5.00,14.00,北京,2014款,紧凑型,1,150马力,汽油,4649,1852,1710,,前置前驱
东风风行 风行S500 2016款 1.6L 手动尊享型,东风风行,2015-12,8.75,手动,1.6L,4.00,8.70,北京,2016款,MPV,0,122马力,汽油,4620,1810,1740,,前置前驱
本田 歌诗图 2012款 2.4L 豪华版,广汽本田,2013-05,4.71,自动,2.4L,13.00,28.20,北京,2012款,中型,0,197马力,汽油,4995,1900,1560,,前置前驱
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,上汽大众,2015-03,3.31,手动,1.6L,6.80,12.30,北京,2013款,紧凑型,0,110马力,汽油,4605,1765,1460,,前置前驱
大众 宝来 2011款 1.6L 自动舒适型,一汽-大众,2011-11,8.27,自动,1.6L,4.50,14.20,北京,2011款,紧凑型,0,105马力,汽油,4540,1775,1467,,前置前驱
标致408 2013款 2.0L 自动舒适版,东风标致,2013-03,6.82,自动,2.0L,5.00,15.60,北京,2013款,紧凑型,0,147马力,汽油,4688,1815,1525,,前置前驱
别克GL8 2014款 2.4L LT豪华商务行政版,上汽通用别克,2016-08,7.77,自动,2.4L,20.00,35.80,北京,2014款,MPV,0,186马力,汽油,5266,1878,1800,,前置前驱
大众 帕萨特 2016款 330TSI DSG御尊版,上汽大众,2016-12,4.55,自动,1.8T,16.50,26.50,北京,2016款,中型,0,180马力,汽油,4872,1834,1484,,前置前驱
标致308 2012款 2.0L 自动风尚型,东风标致,2012-01,7.47,自动,2.0L,4.20,14.30,北京,2012款,紧凑型,0,147马力,汽油,4558,1805,1505,,前置前驱
大众POLO 2013款 1.4L 手动舒适版,上汽大众,2013-05,4.87,手动,1.4L,4.20,10.30,北京,2013款,小型,0,86马力,汽油,3970,1682,1462,,前置前驱
标致508 2011款 2.3L 自动旗舰版,东风标致,2012-05,4.92,自动,2.3L,7.19,7.74,北京,2011款,中型,0,171马力,汽油,4826,1855,1465,,前置前驱
大众 宝来 2013款 1.6L 手动时尚型,一汽-大众,2013-05,6.58,手动,1.6L,4.90,11.70,北京,2013款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
丰田 凯美瑞 2010款 200G 经典版,广汽丰田,2010-12,9.49,自动,2.0L,8.00,20.90,北京,2010款,中型,0,147马力,汽油,4825,1820,1485,,前置前驱
凯迪拉克XTS 2014款 28T 舒适型,上汽通用凯迪拉克,2015-06,6.22,自动,2.0T,18.00,38.00,北京,2014款,中大型,0,269马力,汽油,5131,1852,1501,,前置前驱
奔驰E级 2012款 E 300 L 优雅型,北京奔驰,2012-04,5.8,自动,3.0L,22.00,63.80,北京,2012款,中大型,0,245马力,汽油,5012,1855,1464,,前置后驱
凯迪拉克XTS 2014款 28T 精英型,上汽通用凯迪拉克,2014-04,3.39,自动,2.0T,18.00,41.20,北京,2014款,中大型,0,269马力,汽油,5131,1852,1501,,前置前驱
别克GL8 2014款 3.0L XT豪华商务旗舰版,上汽通用别克,2015-10,3.46,自动,3.0L,22.20,43.40,北京,2014款,MPV,0,258马力,汽油,5266,1878,1800,,前置前驱
路虎 发现神行 2016款 2.0T SE,奇瑞捷豹路虎,2016-09,3.41,自动,2.0T,24.00,44.30,北京,2016款,中型,1,241马力,汽油,4599,1894,1724,,前置四驱
铃木 天语 SX4 2013款 1.6L 手动酷锐型,长安铃木,2014-11,4.84,手动,1.6L,3.60,8.70,北京,2013款,紧凑型,0,109马力,汽油,4135,1755,1605,,前置前驱
马自达 昂克赛拉 2016款 三厢 1.5L 自动舒适型,长安马自达,2016-06,2.73,自动,1.5L,8.90,13.70,北京,2016款,紧凑型,0,117马力,汽油,4582,1795,1458,,前置前驱
奔驰C级 2016款 C 180 L 运动型,北京奔驰,2016-05,3.84,自动,1.6T,24.15,35.40,北京,2016款,中型,0,156马力,汽油,4783,1810,1442,,前置后驱
北京BJ40 2016款 40L 2.3T 自动四驱尊享版,北京汽车,2017-05,5.02,自动,2.3T,11.83,12.04,北京,2016款,紧凑型,1,250马力,汽油,4630,1843,1861,,前置四驱
红旗H7 2017款 1.8T 技术型,一汽红旗,2018-02,1.79,自动,1.8T,16.97,27.10,北京,2017款,中大型,0,188马力,汽油,5095,1875,1485,,前置后驱
奔驰E级 2012款 E 260 L CGI时尚型,北京奔驰,2012-07,12.7,自动,1.8T,17.80,56.20,北京,2012款,中大型,0,204马力,汽油,5012,1855,1464,,前置后驱
奥迪Q5 2012款 2.0TFSI 技术型,一汽-大众奥迪,2012-03,13.8,自动,2.0T,18.00,46.40,北京,2012款,中型,1,211马力,汽油,4629,1880,1653,,前置四驱
现代 朗动 2015款 1.6L 自动领先型,北京现代,2016-02,4.11,自动,1.6L,7.30,13.90,北京,2015款,紧凑型,0,128马力,汽油,4570,1775,1445,,前置前驱
中华H330 2013款 1.5L 自动舒适型,华晨中华,2013-07,3.81,自动,1.5L,3.00,7.60,北京,2013款,紧凑型,0,105马力,汽油,4523,1758,1460,,前置前驱
起亚 智跑 2014款 2.0L 自动两驱版Premium Special,东风悦达起亚,2014-09,2.67,自动,2.0L,9.50,23.10,北京,2014款,紧凑型,1,165马力,汽油,4440,1855,1660,,前置前驱
大众 桑塔纳 2015款 1.4L 手动风尚版,上汽大众,2016-06,6.92,手动,1.4L,4.70,9.20,北京,2015款,紧凑型,0,90马力,汽油,4473,1706,1469,,前置前驱
别克 君越 2012款 2.4L SIDI豪华版,上汽通用别克,2012-04,10.14,自动,2.4L,8.50,29.90,北京,2012款,中型,0,186马力,汽油,5000,1858,1497,,前置前驱
奔驰GLA级 2016款 GLA 200 时尚型,北京奔驰,2016-10,4.19,自动,1.6T,20.50,31.50,北京,2016款,紧凑型,1,156马力,汽油,4431,1804,1532,,前置前驱
哈弗H2 2016款 红标 1.5T 手动两驱豪华型,长城汽车,2017-03,4.96,手动,1.5T,6.50,11.90,北京,2016款,小型,1,150马力,汽油,4335,1814,1695,,前置前驱
现代 悦动 2011款 1.6L 自动舒适型,北京现代,2014-01,11.39,自动,1.6L,5.00,11.90,北京,2011款,紧凑型,0,123马力,汽油,4543,1777,1490,,前置前驱
大众 高尔夫 2016款 1.6L 手动时尚型,一汽-大众,2017-11,0.73,手动,1.6L,8.74,13.20,北京,2016款,紧凑型,0,110马力,汽油,4255,1799,1452,,前置前驱
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,广汽丰田,2016-09,6.81,自动,2.0T,27.00,32.00,北京,2015款,中型,1,220马力,汽油,4855,1925,1720,,前置四驱
丰田 凯美瑞 2013款 2.5G 舒适版,广汽丰田,2013-09,7.41,自动,2.5L,12.21,22.80,北京,2013款,中型,0,184马力,汽油,4825,1825,1480,,前置前驱
现代 途胜 2015款 1.6T 双离合两驱智能型,北京现代,2016-01,4.38,自动,1.6T,11.50,19.50,北京,2015款,紧凑型,1,177马力,汽油,4475,1850,1660,,前置前驱
宝马1系 2012款 118i 运动型(进口),宝马(进口),2012-09,4.56,自动,1.6T,12.20,33.20,北京,2012款,紧凑型,0,170马力,汽油,4324,1765,1458,,前置后驱
奔驰GLC级 2018款 GLC 200 4MATIC,北京奔驰,2017-12,0.48,自动,2.0T,38.50,43.00,北京,2018款,中型,1,184马力,汽油,4661,1898,1664,,前置四驱
起亚 智跑 2011款 2.0L 自动两驱版GLS,东风悦达起亚,2011-07,16.21,自动,2.0L,6.50,20.90,北京,2011款,紧凑型,1,163马力,汽油,4440,1855,1660,,前置前驱
大众 捷达 2013款 1.6L 手动时尚型,一汽-大众,2015-01,4.93,手动,1.6L,4.50,9.60,北京,2013款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
北京汽车E系列 2012款 两厢 1.5L 自动乐尚版,北京汽车,2013-11,3.49,自动,1.5L,3.00,8.20,北京,2012款,小型,0,113马力,汽油,3998,1720,1503,,前置前驱
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,北京奔驰,2015-03,3.56,自动,2.0T,25.00,43.20,北京,2015款,中型,1,211马力,汽油,4556,1840,1689,,前置四驱
丰田 锐志 2008款 2.5S 特别纪念版,一汽丰田,2010-07,10.79,自动,2.5L,8.00,26.10,北京,2008款,中型,0,197马力,汽油,4735,1775,1450,,前置后驱
奔驰M级 2010款 ML 300 4MATIC(进口),奔驰(进口),2011-09,11.43,自动,3.0L,23.50,84.40,北京,2010款,中大型,1,231马力,汽油,4781,1911,1815,,前置四驱
雪佛兰 科鲁兹 2016款 1.4T DCG豪华版,上汽通用雪佛兰,2015-11,2.54,自动,1.4T,7.60,16.30,北京,2016款,紧凑型,0,150马力,汽油,4567,1786,1454,,前置前驱
大众 高尔夫 2015款 1.4TSI 自动豪华型,一汽-大众,2015-03,2.58,自动,1.4T,10.00,18.00,北京,2015款,紧凑型,0,131马力,汽油,4255,1799,1452,,前置前驱
宝马5系 2013款 530Li 领先型,华晨宝马,2013-08,6.5,自动,3.0L,24.50,60.70,北京,2013款,中大型,0,258马力,汽油,5039,1860,1492,,前置后驱
英菲尼迪Q70L 2015款 Q70L 2.5L 精英版(进口),英菲尼迪(进口),2018-05,1.7,自动,2.5L,30.00,43.40,北京,2015款,中大型,0,222马力,汽油,5130,1845,1510,,前置后驱
Jeep 自由光 2016款 2.0L 优越版,广汽菲克Jeep,2017-04,1.28,自动,2.0L,14.50,23.90,北京,2016款,中型,1,155马力,汽油,4649,1859,1686,,前置前驱
奥迪A6L 2016款 30 FSI 舒适型,一汽-大众奥迪,2017-01,2.57,自动,2.5L,31.75,50.90,北京,2016款,中大型,0,204马力,汽油,5036,1874,1466,,前置前驱
雷克萨斯RX 2016款 300 两驱舒适版,雷克萨斯,2016-09,2.17,自动,2.0T,34.80,46.30,北京,2016款,中大型,1,238马力,汽油,4890,1895,1690,,前置前驱
凯迪拉克XTS 2017款 28T 精英型,上汽通用凯迪拉克,2017-03,2.65,自动,2.0T,20.36,20.78,北京,2017款,中大型,0,269马力,汽油,5131,1852,1502,,前置前驱
雪佛兰 2015款 赛欧3 1.5L AMT幸福天窗版,上汽通用雪佛兰,2016-11,0.81,自动,1.5L,4.88,4.93,北京,2015款,小型,0,113马力,汽油,4300,1735,1502,,前置前驱
别克 昂科威 2017款 20T 两驱精英型,上汽通用别克,2016-11,4.3,自动,1.5T,14.02,25.60,北京,2017款,中型,1,169马力,汽油,4667,1839,1660,,前置前驱
斯柯达 明锐 2012款 1.6L 自动逸杰版,上汽斯柯达,2013-07,6.16,自动,1.6L,5.19,5.29,北京,2012款,紧凑型,0,105马力,汽油,4569,1769,1462,,前置前驱
长安CS75 2014款 2.0L 手动豪华型 国IV,长安汽车,2015-09,6.37,手动,2.0L,5.63,5.71,北京,2014款,紧凑型,1,158马力,汽油,4650,1850,1705,,前置前驱
大众POLO 2013款 1.4L 自动舒适版,上汽大众,2013-09,3.81,自动,1.4L,4.80,11.60,北京,2013款,小型,0,86马力,汽油,3970,1682,1462,,前置前驱
日产 楼兰 2017款 2.5L XL 两驱智尚版,东风日产,2017-12,5.99,自动,2.5L,19.48,19.82,北京,2017款,中型,1,186马力,汽油,4897,1908,1691,,前置前驱
长安CS95 2017款 2.0T 两驱智远版,长安汽车,2017-05,2.04,自动,2.0T,11.67,18.40,北京,2017款,中大型,1,233马力,汽油,4949,1930,1785,,前置前驱
大众 帕萨特 2014款 2.0TSI DSG御尊导航版,上汽大众,2015-01,8.33,自动,2.0T,13.49,28.00,北京,2014款,中型,0,200马力,汽油,4870,1834,1472,,前置前驱
哈弗H5 2016款 经典版 2.0T 手动四驱尊贵型,长城汽车,2017-05,1.86,手动,2.0T,8.51,13.90,北京,2016款,紧凑型,1,190马力,汽油,4645,1800,1775,,前置四驱
MINI 2012款 1.6T COOPER S Fun,MINI,2014-01,5.56,自动,1.6T,14.92,34.60,北京,2012款,小型,0,184马力,汽油,3729,1683,1407,,前置前驱
福特 蒙迪欧 2013款 2.0L GTDi240豪华运动型,长安福特,2014-03,10.55,自动,2.0T,10.85,11.05,北京,2013款,中型,0,242马力,汽油,4860,1854,1480,,前置前驱
传祺GS5 2014款 2.0L 自动两驱超享版,广汽乘用车,2014-07,4.92,自动,2.0L,6.50,14.80,北京,2014款,紧凑型,1,147马力,汽油,4732,1854,1680,,前置前驱
大众 朗逸 2011款 2.0L 自动品悠版,上汽大众,2011-06,11.79,自动,2.0L,4.80,14.00,北京,2011款,紧凑型,0,120马力,汽油,4608,1743,1465,,前置前驱
