title,brand,buy_time,km,speedbox,displacement,es_price,new_price,city,year_type,level,suv,horsepower,fuel,length,width,height,owners,drive 
大众 宝来 2014款 1.6L 自动舒适型,一汽-大众,2015-04,2.68,自动,1.6L,6.40,13.90,深圳,2014款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
丰田 威驰 2017款 1.5L CVT创行版,一汽丰田,2017-02,4.11,自动,1.5L,6.43,9.70,深圳,2017款,小型,0,107马力,汽油,4420,1700,1490,,前置前驱
凯迪拉克XTS 2014款 28T 舒适型,上汽通用凯迪拉克,2015-12,4.36,自动,2.0T,19.38,38.00,深圳,2014款,中大型,0,269马力,汽油,5131,1852,1501,,前置前驱
吉利 博越 2016款 1.8TD 自动智慧型,吉利汽车,2017-11,1.8,自动,1.8T,8.97,9.41,深圳,2016款,紧凑型,1,184马力,汽油,4519,1831,1694,,前置前驱
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型,长安马自达,2017-06,3.45,自动,1.5L,10.50,15.20,深圳,2017款,紧凑型,0,117马力,汽油,4582,1795,1458,,前置前驱
起亚K2 2012款 三厢 1.4L AT GLS纪念版,东风悦达起亚,2014-06,5.89,自动,1.4L,4.50,9.30,深圳,2012款,小型,0,107马力,汽油,4370,1700,1460,,前置前驱
大众 捷达 2013款 1.6L 手动时尚型,一汽-大众,2013-08,5.6,手动,1.6L,4.25,9.60,深圳,2013款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
福特 福克斯 2013款 两厢经典 1.8L 手动时尚型,长安福特,2014-08,10.45,手动,1.8L,3.98,12.20,深圳,2013款,紧凑型,0,124马力,汽油,4342,1840,1500,,前置前驱
日产 轩逸 2012款 经典 1.6XE 手动舒适版,东风日产,2015-06,7.26,手动,1.6L,4.95,10.80,深圳,2012款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
本田CR-V 2013款 2.4L 四驱豪华版,东风本田,2015-04,4.61,自动,2.4L,15.34,15.9,深圳,2013款,紧凑型,1,190马力,汽油,4550,1820,1685,,前置四驱
比亚迪 速锐 2016款 1.5L 手动精英型,比亚迪,2017-06,1.23,手动,1.5L,4.27,4.53,深圳,2016款,紧凑型,0,109马力,汽油,4680,1765,1490,,前置前驱
传祺GS4 2016款 235T 手动豪华版,广汽乘用车,2016-12,4.57,手动,1.5T,6.53,6.93,深圳,2016款,紧凑型,1,152马力,汽油,4510,1852,1708,,前置前驱
本田 锋范经典 2012款 1.5L 自动精英版,广汽本田,2013-05,7.9,自动,1.5L,5.89,6.18,深圳,2012款,小型,0,120马力,汽油,4422,1695,1470,,前置前驱
标致408 2018款 改款 350THP 自动豪华版,东风标致,2018-03,1.61,自动,1.6T,10.45,10.89,深圳,2018款,紧凑型,0,167马力,汽油,4750,1820,1488,,前置前驱
奥迪A6L 2016款 TFSI 舒适型,一汽-大众奥迪,2016-12,3.86,自动,1.8T,28.50,48.70,深圳,2016款,中大型,0,190马力,汽油,5036,1874,1466,,前置前驱
三菱 翼神 2012款 贺岁版 1.8L CVT舒适型,东南汽车,2013-06,6.59,自动,1.8L,6.30,14.10,深圳,2012款,紧凑型,0,136马力,汽油,4570,1760,1490,,前置前驱
雪铁龙 爱丽舍 2014款 1.6L 手动舒适型,东风雪铁龙,2015-01,8.73,手动,1.6L,4.40,10.10,深圳,2014款,紧凑型,0,117马力,汽油,4427,1748,1476,,前置前驱
丰田 锐志 2012款 2.5V 风度菁英炫装版,一汽丰田,2012-05,11.38,自动,2.5L,13.14,25.80,深圳,2012款,中型,0,193马力,汽油,4735,1795,1450,,前置后驱
比亚迪L3 2015款 节能版 1.5L 自动舒适型,比亚迪,2015-11,2.95,自动,1.5L,3.44,6.70,深圳,2015款,紧凑型,0,109马力,汽油,4568,1716,1480,,前置前驱
奔驰CLA级 2015款 CLA 220 4MATIC(进口),奔驰(进口),2016-01,4.67,自动,2.0T,23.30,34.50,深圳,2015款,紧凑型,0,184马力,汽油,4684,1777,1423,,前置四驱
丰田 汉兰达 2017款 2.0T 两驱豪华版 7座,广汽丰田,2017-07,1.11,自动,2.0T,26.82,31.20,深圳,2017款,中型,1,220马力,汽油,4855,1925,1720,,前置前驱
DS 5LS 2015款 1.6T 舒适版THP160,长安标致雪铁龙,2015-12,4.55,自动,1.6T,7.70,17.50,深圳,2015款,紧凑型,0,163马力,汽油,4702,1840,1510,,前置前驱
丰田 皇冠 2012款 2.5L Royal,一汽丰田,2013-01,12.84,自动,2.5L,17.43,34.70,深圳,2012款,中大型,0,193马力,汽油,5005,1810,1500,,前置后驱
丰田 花冠 2013款 1.6L 手动卓越版,一汽丰田,2013-05,5.55,手动,1.6L,5.42,10.90,深圳,2013款,紧凑型,0,120马力,汽油,4555,1705,1490,,前置前驱
江淮 瑞风S3 2016款 1.5L CVT豪华型,江淮汽车,2015-04,5.6,自动,1.5L,4.50,8.70,深圳,2016款,小型,1,113马力,汽油,4325,1765,1660,,前置前驱
丰田 雷凌 2014款 1.6G CVT精英版,广汽丰田,2014-11,11.02,自动,1.6L,8.30,13.50,深圳,2014款,紧凑型,0,122马力,汽油,4630,1775,1480,,前置前驱
丰田 雷凌 2016款 1.6G CVT精英版,广汽丰田,2016-08,3.13,自动,1.6L,9.00,13.50,深圳,2016款,紧凑型,0,122马力,汽油,4630,1775,1480,,前置前驱
哈弗H2 2016款 红标 1.5T 自动两驱精英型,长城汽车,2016-10,3.95,自动,1.5T,7.00,12.70,深圳,2016款,小型,1,150马力,汽油,4335,1814,1695,,前置前驱
丰田 威驰 2014款 1.3L 手动超值版,一汽丰田,2015-11,6.36,手动,1.3L,4.80,7.60,深圳,2014款,小型,0,99马力,汽油,4410,1700,1490,,前置前驱
别克 英朗 2013款 XT 1.6T 自动时尚运动版,上汽通用别克,2013-03,6.53,自动,1.6T,6.30,18.60,深圳,2013款,紧凑型,0,184马力,汽油,4419,1814,1508,,前置前驱
大众 朗逸 2013款 改款 1.4TSI DSG舒适版,上汽大众,2015-09,9.52,自动,1.4T,8.00,16.10,深圳,2013款,紧凑型,0,131马力,汽油,4605,1765,1460,,前置前驱
福特 福克斯 2017款 三厢 1.6L 手动风尚型智行版,长安福特,2017-11,1.54,手动,1.6L,7.50,13.90,深圳,2017款,紧凑型,0,125马力,汽油,4534,1823,1483,,前置前驱
丰田 威驰FS 2017款 1.5L CVT锋驰版,一汽丰田,2018-10,0.47,自动,1.5L,7.30,9.50,深圳,2017款,小型,0,107马力,汽油,4140,1700,1495,,前置前驱
雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,上汽通用雪佛兰,2014-12,1.43,手动,1.5L,4.50,9.80,深圳,2015款,紧凑型,0,113马力,汽油,4643,1797,1477,,前置前驱
日产 阳光 2014款 1.5XE CVT舒适版,东风日产,2016-01,3.74,自动,1.5L,5.30,9.70,深圳,2014款,紧凑型,0,112马力,汽油,4456,1696,1514,,前置前驱
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,长安福特,2014-11,5.58,自动,1.8L,5.00,11.90,深圳,2013款,紧凑型,0,124马力,汽油,4342,1840,1500,,前置前驱
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,上汽通用雪佛兰,2015-02,9.51,自动,2.0L,9.00,20.30,深圳,2014款,中型,0,154马力,汽油,4869,1854,1472,,前置前驱
福特 翼搏 2013款 1.5L 手动舒适型,长安福特,2014-07,8.38,手动,1.5L,4.20,10.30,深圳,2013款,小型,1,110马力,汽油,4280,1785,1638,,前置前驱
奥迪Q3 2012款 35 TFSI quattro 舒适型(进口),奥迪(进口),2013-03,4.73,自动,2.0T,15.88,40.90,深圳,2012款,紧凑型,1,170马力,汽油,4385,1831,1608,,前置四驱
大众 速腾 2015款 230TSI 自动豪华型,一汽-大众,2015-11,5.94,自动,1.4T,10.88,18.50,深圳,2015款,紧凑型,0,131马力,汽油,4655,1780,1453,,前置前驱
大众 帕萨特 2013款 1.8TSI DSG御尊版,上汽大众,2013-09,5.8,自动,1.8T,11.00,26.00,深圳,2013款,中型,0,160马力,汽油,4870,1834,1472,,前置前驱
大众 迈腾 2012款 2.0TSI 至尊型,一汽-大众,2011-11,7.73,自动,2.0T,10.50,31.70,深圳,2012款,中型,0,200马力,汽油,4865,1820,1475,,前置前驱
日产 轩逸 2012款 1.6XE CVT舒适版,东风日产,2014-05,8.09,自动,1.6L,6.50,14.00,深圳,2012款,紧凑型,0,126马力,汽油,4610,1760,1495,,前置前驱
海马 福美来 2016款 1.6L 手动悦尚型升级版,海马汽车,2016-11,1.62,手动,1.6L,5.00,9.20,深圳,2016款,紧凑型,0,125马力,汽油,4698,1806,1477,,前置前驱
大众 宝来 2014款 1.6L 自动时尚型,一汽-大众,2015-09,1.88,自动,1.6L,7.40,13.00,深圳,2014款,紧凑型,0,105马力,汽油,4523,1775,1467,,前置前驱
福特 福克斯 2012款 两厢 1.6L 手动舒适型,长安福特,2012-10,13.94,手动,1.6L,4.00,13.00,深圳,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
北汽幻速S3L 2016款 S3L 1.5L 手动尊贵型,北汽银翔,2016-10,1.71,手动,1.5L,4.22,4.47,深圳,2016款,紧凑型,1,113马力,汽油,4520,1790,1770,,前置后驱
起亚K2 2012款 三厢 1.6L AT Premium纪念版,东风悦达起亚,2013-08,5.25,自动,1.6L,5.00,10.80,深圳,2012款,小型,0,123马力,汽油,4370,1700,1460,,前置前驱
丰田 卡罗拉 2017款 改款双擎 1.8L E-CVT精英版,一汽丰田,2018-04,2.11,自动,1.8L,14.00,16.30,深圳,2017款,紧凑型,0,99马力,油电混合,4630,1775,1485,,前置前驱
别克 君威 2015款 1.6T 精英技术型,上汽通用别克,2015-11,3.92,自动,1.6T,11.00,22.80,深圳,2015款,中型,0,184马力,汽油,4843,1856,1484,,前置前驱
日产 天籁 2011款 2.0L XE标准版,东风日产,2012-11,8.44,自动,2.0L,8.50,20.70,深圳,2011款,中型,0,136马力,汽油,4850,1795,1475,,前置前驱
本田CR-V 2013款 2.4L 两驱豪华版,东风本田,2013-09,10.3,自动,2.4L,12.33,13.07,深圳,2013款,紧凑型,1,190马力,汽油,4550,1820,1685,,前置前驱
奇瑞 艾瑞泽5 2016款 1.5L CVT领潮版,奇瑞汽车,2016-12,7.57,自动,1.5L,4.70,7.80,深圳,2016款,紧凑型,0,116马力,汽油,4572,1825,1482,,前置前驱
大众POLO 2013款 1.6L 自动舒适版,上汽大众,2013-09,10.63,自动,1.6L,5.00,12.10,深圳,2013款,小型,0,105马力,汽油,3970,1682,1462,,前置前驱
大众 朗逸 2017款 1.6L 自动舒适版,上汽大众,2018-02,3.99,自动,1.6L,9.08,9.48,深圳,2017款,紧凑型,0,110马力,汽油,4605,1765,1460,,前置前驱
吉利 帝豪 2014款 三厢 1.5L 手动精英型,吉利汽车,2014-12,6.02,手动,1.5L,3.80,8.30,深圳,2014款,紧凑型,0,109马力,汽油,4631,1789,1470,,前置前驱
长城C50 2013款 1.5T 手动时尚型,长城汽车,2013-02,13.17,手动,1.5T,3.00,8.70,深圳,2013款,紧凑型,0,133马力,汽油,4650,1775,1455,,前置前驱
现代ix25 2015款 1.6L 手动两驱时尚型GS,北京现代,2015-04,4.85,手动,1.6L,6.00,13.00,深圳,2015款,小型,1,125马力,汽油,4270,1780,1622,,前置前驱
宝马1系 2013款 改款 116i 领先型(进口),宝马(进口),2014-10,3.27,自动,1.6T,11.77,12.39,深圳,2013款,紧凑型,0,136马力,汽油,4324,1765,1458,,前置后驱
现代 名图 2014款 1.8L 自动智能型GLS,北京现代,2014-10,5.5,自动,1.8L,8.00,16.30,深圳,2014款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,长安福特,2015-05,8.93,自动,1.5T,10.84,23.60,深圳,2015款,紧凑型,1,181马力,汽油,4524,1838,1695,,前置前驱
宝马X4 2014款 xDrive20i X设计套装(进口),宝马(进口),2016-03,1.92,自动,2.0T,35.50,53.20,深圳,2014款,中型,1,184马力,汽油,4683,1890,1636,,前置四驱
丰田 汉兰达 2012款 2.7L 两驱5座精英版,广汽丰田,2013-10,10.51,自动,2.7L,15.26,27.00,深圳,2012款,中型,1,188马力,汽油,4795,1910,1730,,前置前驱
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版,奇瑞汽车,2017-05,4.78,自动,1.5L,5.50,8.50,深圳,2016款,紧凑型,0,116马力,汽油,4572,1825,1482,,前置前驱
现代悦动 2011款 1.6L 手动舒适型,北京现代,2014-01,8.4,手动,1.6L,4.56,10.80,深圳,2011款,紧凑型,0,123马力,汽油,4543,1777,1490,,前置前驱
大众 捷达 2013款 1.4L 手动舒适型,一汽-大众,2014-08,5.35,手动,1.4L,5.00,10.10,深圳,2013款,紧凑型,0,90马力,汽油,4487,1706,1470,,前置前驱
别克 凯越 2015款 1.5L 自动经典型,上汽通用别克,2015-07,7.99,自动,1.5L,5.20,10.00,深圳,2015款,紧凑型,0,113马力,汽油,4515,1725,1445,,前置前驱
大众POLO 2014款 1.6L Cross POLO 自动,上汽大众,2015-07,1.6,自动,1.6L,7.20,12.80,深圳,2014款,小型,0,110马力,汽油,3987,1705,1486,,前置前驱
日产 骐达 2014款 1.6L CVT智能型,东风日产,2015-11,5.8,自动,1.6L,7.80,13.60,深圳,2014款,紧凑型,0,126马力,汽油,4295,1760,1520,,前置前驱
海马 福美来 2016款 1.6L 手动悦尚型升级版,海马汽车,2016-09,7.77,手动,1.6L,4.50,9.20,深圳,2016款,紧凑型,0,125马力,汽油,4698,1806,1477,,前置前驱
长安 逸动 2015款 1.6L 自动豪华型,长安汽车,2017-04,1.49,自动,1.6L,6.25,9.60,深圳,2015款,紧凑型,0,125马力,汽油,4620,1820,1490,,前置前驱
福特 翼搏 2013款 1.5L 手动舒适型,长安福特,2014-01,6.89,手动,1.5L,4.50,10.30,深圳,2013款,小型,1,110马力,汽油,4280,1785,1638,,前置前驱
福特 翼搏 2018款 1.5L 自动精翼型,长安福特,2018-05,0.54,自动,1.5L,7.00,9.70,深圳,2018款,小型,1,120马力,汽油,4345,1785,1647,,前置前驱
大众 朗逸 2013款 改款 1.4TSI DSG豪华版,上汽大众,2015-01,5.36,自动,1.4T,8.98,17.50,深圳,2013款,紧凑型,0,131马力,汽油,4605,1765,1460,,前置前驱
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,上汽通用别克,2015-07,2.2,自动,1.4T,8.50,16.30,深圳,2015款,小型,1,140马力,汽油,4278,1774,1646,,前置前驱
宝骏560 2017款 1.5T DCT尊享型,上汽通用五菱,2017-09,2,自动,1.5T,7.13,7.5,深圳,2017款,紧凑型,1,150马力,汽油,4620,1810,1765,,前置前驱
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,长城汽车,2016-09,4.89,自动,1.5T,7.68,14.80,深圳,2015款,紧凑型,1,150马力,汽油,4649,1852,1710,,前置前驱
大众 捷达 2013款 1.6L 手动舒适型,一汽-大众,2013-11,8.24,手动,1.6L,4.60,10.70,深圳,2013款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
日产 轩逸 2012款 经典 1.6XE 手动舒适版,东风日产,2016-04,6.62,手动,1.6L,5.23,10.80,深圳,2012款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
标致3008 2013款 2.0L 自动潮流版,东风标致,2014-04,7.99,自动,2.0L,7.75,20.30,深圳,2013款,紧凑型,1,147马力,汽油,4428,1840,1652,,前置前驱
丰田 卡罗拉 2011款 1.6L 手动GL,一汽丰田,2014-07,5.61,手动,1.6L,6.00,13.40,深圳,2011款,紧凑型,0,122马力,汽油,4545,1760,1490,,前置前驱
福特 翼虎 2015款 1.5L GTDi 两驱舒适型,长安福特,2015-04,5.43,自动,1.5T,10.20,10.85,深圳,2015款,紧凑型,1,181马力,汽油,4524,1838,1685,,前置前驱
奇瑞 瑞虎3 2014款 1.6L 手动智尚版,奇瑞汽车,2014-09,4.68,手动,1.6L,3.61,8.50,深圳,2014款,小型,1,126马力,汽油,4420,1760,1670,,前置前驱
现代ix35 2013款 2.0L 自动两驱领先型GLX 国IV,北京现代,2013-12,12.81,自动,2.0L,8.60,22.90,深圳,2013款,紧凑型,1,165马力,汽油,4420,1820,1690,,前置前驱
大众 桑塔纳 2013款 1.4L 手动风尚版,上汽大众,2013-09,8.68,手动,1.4L,3.90,9.20,深圳,2013款,紧凑型,0,90马力,汽油,4473,1706,1469,,前置前驱
哈弗H6 2011款 2.0L 手动两驱精英型,长城汽车,2011-11,7.1,手动,2.0L,3.20,11.50,深圳,2011款,紧凑型,1,133马力,汽油,4640,1825,1690,,前置前驱
福特 福睿斯 2017款 幸福版 1.5L 自动时尚型,长安福特,2017-08,2.95,自动,1.5L,7.13,7.57,深圳,2017款,紧凑型,0,113马力,汽油,4587,1825,1490,,前置前驱
别克 英朗 2018款 18T 自动精英型,上汽通用别克,2018-02,1.57,自动,1.3T,7.85,8.15,深圳,2018款,紧凑型,0,163马力,汽油,4609,1798,1486,,前置前驱
奇瑞 瑞虎3 2016款 1.6L CVT智尚版,奇瑞汽车,2016-12,3.97,自动,1.6L,5.03,5.33,深圳,2016款,小型,1,126马力,汽油,4420,1760,1670,,前置前驱
别克 君越 2013款 2.4L SIDI豪华舒适型,上汽通用别克,2014-08,6.96,自动,2.4L,12.00,29.90,深圳,2013款,中型,0,186马力,汽油,5005,1858,1500,,前置前驱
现代 索纳塔八 2013款 2.0L 自动豪华版,北京现代,2014-09,5.35,自动,2.0L,8.80,20.60,深圳,2013款,中型,0,162马力,汽油,4820,1835,1475,,前置前驱
MINI Clubman 2011款 1.6L ONE,MINI,2013-07,7.35,自动,1.6L,10.50,26.60,深圳,2011款,小型,0,98马力,汽油,3961,1683,1448,,前置前驱
雪佛兰 科鲁兹 2013款 掀背 1.6L 手动豪华型,上汽通用雪佛兰,2014-07,16.7,手动,1.6L,3.60,12.60,深圳,2013款,紧凑型,0,121马力,汽油,4510,1797,1477,,前置前驱
宝马3系 2012款 320i 时尚型,华晨宝马,2011-12,11.73,自动,2.0L,11.50,38.10,深圳,2012款,中型,0,152马力,汽油,4531,1817,1421,,前置后驱
起亚K5 2012款 2.0L 自动DLX-2,东风悦达起亚,2012-08,9.71,自动,2.0L,7.50,21.70,深圳,2012款,中型,0,162马力,汽油,4845,1830,1460,,前置前驱
日产 阳光 2015款 1.5XE CVT舒适版,东风日产,2016-03,5.16,自动,1.5L,5.22,5.48,深圳,2015款,紧凑型,0,112马力,汽油,4456,1696,1514,,前置前驱
宝马X1 2012款 sDrive18i 豪华型,华晨宝马,2012-04,6.22,自动,2.0L,12.32,34.60,深圳,2012款,紧凑型,1,150马力,汽油,4469,1798,1583,,前置后驱
斯巴鲁XV 2012款 2.0i 豪华版,斯巴鲁,2012-06,4.87,自动,2.0L,9.74,24.40,深圳,2012款,紧凑型,1,150马力,汽油,4450,1780,1615,,前置四驱
雪佛兰 迈锐宝 2013款 2.4L 自动豪华版,上汽通用雪佛兰,2013-09,10.84,自动,2.4L,6.85,7.27,深圳,2013款,中型,0,186马力,汽油,4869,1854,1472,,前置前驱
奔驰E级 2015款 改款 E 260 L 运动型,北京奔驰,,16.02,自动,2.0T,25.00,50.80,深圳,2015款,中大型,0,211马力,汽油,5024,1854,1477,,前置后驱
本田CR-V 2017款 240TURBO CVT两驱风尚版,东风本田,2018-01,1.92,自动,1.5T,15.89,16.3,深圳,2017款,紧凑型,1,193马力,汽油,4585,1855,1679,,前置前驱
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,上汽通用雪佛兰,2016-01,3.1,手动,1.5L,4.93,10.80,深圳,2015款,紧凑型,0,113马力,汽油,4643,1797,1477,,前置前驱
大众 迈腾 2012款 改款 1.4TSI 豪华型,一汽-大众,2013-07,7.65,自动,1.4T,9.84,23.10,深圳,2012款,中型,0,131马力,汽油,4865,1820,1475,,前置前驱
宝骏560 2015款 1.8L 手动豪华型,上汽通用五菱,2016-03,1.63,手动,1.8L,5.80,9.70,深圳,2015款,紧凑型,1,137马力,汽油,4620,1820,1750,,前置前驱
哈弗H2 2014款 1.5T 手动两驱精英版,长城汽车,2015-05,5.32,手动,1.5T,5.00,11.30,深圳,2014款,小型,1,150马力,汽油,4335,1814,1695,,前置前驱
吉利GX7 2013款 2.0L 自动进取型,吉利汽车,2013-12,4.23,自动,2.0L,4.50,12.10,深圳,2013款,紧凑型,1,141马力,汽油,4541,1833,1700,,前置前驱
日产 阳光 2011款 1.5XE CVT舒适版,东风日产,2012-09,16.93,自动,1.5L,3.80,10.10,深圳,2011款,紧凑型,0,112马力,汽油,4426,1696,1517,,前置前驱
日产 轩逸 2012款 经典 1.6XE 手动舒适版,东风日产,2014-09,4.2,手动,1.6L,5.00,10.80,深圳,2012款,紧凑型,0,117马力,汽油,4665,1700,1505,,前置前驱
福特 福克斯 2012款 两厢 1.6L 自动风尚型,长安福特,2015-02,5.48,自动,1.6L,7.00,15.60,深圳,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,长安福特,2013-09,3.85,自动,1.8L,5.00,11.90,深圳,2013款,紧凑型,0,124马力,汽油,4342,1840,1500,,前置前驱
现代 朗动 2013款 1.6L 自动领先型,北京现代,2014-03,5.13,自动,1.6L,6.50,13.90,深圳,2013款,紧凑型,0,128马力,汽油,4570,1775,1445,,前置前驱
日产 骐达 2016款 1.6L CVT智行版,东风日产,2016-12,4.08,自动,1.6L,8.80,13.30,深圳,2016款,紧凑型,0,126马力,汽油,4393,1766,1524,,前置前驱
别克 英朗 2013款 GT 1.6L 自动时尚版,上汽通用别克,2013-12,10.26,自动,1.6L,5.50,16.60,深圳,2013款,紧凑型,0,121马力,汽油,4671,1815,1478,,前置前驱
丰田 卡罗拉 2014款 1.6L CVT GL-i,一汽丰田,2016-09,2.6,自动,1.6L,8.90,13.90,深圳,2014款,紧凑型,0,122马力,汽油,4630,1775,1480,,前置前驱
日产 阳光 2014款 1.5XE 手动舒适版,东风日产,2015-08,8.12,手动,1.5L,4.40,8.70,深圳,2014款,紧凑型,0,112马力,汽油,4456,1696,1514,,前置前驱
奔驰B级 2009款 B 200 时尚型(进口),奔驰(进口),2011-12,12.3,自动,2.0L,8.50,34.60,深圳,2009款,紧凑型,0,136马力,汽油,4273,1777,1593,,前置前驱
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,长安福特,2014-07,11.01,自动,1.6T,8.80,23.60,深圳,2013款,紧凑型,1,177马力,汽油,4524,1838,1685,,前置前驱
福特 嘉年华 2009款 两厢 1.5L 自动时尚型,长安福特,2010-09,7.11,自动,1.5L,3.08,10.40,深圳,2009款,小型,0,103马力,汽油,3950,1722,1467,,前置前驱
福特 福睿斯 2015款 1.5L 自动舒适型,长安福特,2016-04,3.18,自动,1.5L,6.45,11.70,深圳,2015款,紧凑型,0,113马力,汽油,4587,1825,1490,,前置前驱
本田 飞度 2011款 1.3L 手动舒适版,广汽本田,2012-03,10.36,手动,1.3L,3.60,8.70,深圳,2011款,小型,0,99马力,汽油,3900,1695,1525,,前置前驱
现代 瑞纳 2013款 三厢 1.4L 自动标准型GL,北京现代,2013-04,6.47,自动,1.4L,4.08,8.90,深圳,2013款,小型,0,107马力,汽油,4340,1700,1460,,前置前驱
雪佛兰 科鲁兹 2013款 1.6L SL天地版 MT,上汽通用雪佛兰,2013-07,8.06,手动,1.6L,4.20,12.40,深圳,2013款,紧凑型,0,121马力,汽油,4598,1797,1477,,前置前驱
丰田 雷凌 2017款 1.2T G CVT精英版,广汽丰田,2017-07,0.79,自动,1.2T,9.47,9.74,深圳,2017款,紧凑型,0,116马力,汽油,4630,1775,1480,,前置前驱
现代i30 2009款 1.6L 自动舒享型,北京现代,2012-03,6.52,自动,1.6L,3.30,11.90,深圳,2009款,紧凑型,0,123马力,汽油,4245,1775,1485,,前置前驱
铃木 天语 SX4 2013款 1.6L 自动酷锐型,长安铃木,2014-07,6.11,自动,1.6L,5.00,9.70,深圳,2013款,紧凑型,0,109马力,汽油,4135,1755,1605,,前置前驱
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,上汽通用雪佛兰,2015-02,6.25,自动,2.0L,8.60,20.30,深圳,2014款,中型,0,154马力,汽油,4869,1854,1472,,前置前驱
标致308 2014款 乐享版 经典 1.6L 自动风尚型,东风标致,2014-06,5.45,自动,1.6L,4.92,13.40,深圳,2014款,紧凑型,0,117马力,汽油,4558,1805,1505,,前置前驱
丰田 花冠 2011款 1.6L 自动经典版,一汽丰田,2012-03,8.85,自动,1.6L,4.80,11.50,深圳,2011款,紧凑型,0,120马力,汽油,4530,1705,1490,,前置前驱
奥迪A4L 2016款 35 TFSI 自动舒适型,一汽-大众奥迪,2015-11,8.94,自动,2.0T,17.50,36.10,深圳,2016款,中型,0,180马力,汽油,4761,1826,1439,,前置前驱
Jeep 自由光 2016款 2.0L 优越版,广汽菲克Jeep,2017-10,1.62,自动,2.0L,15.00,23.90,深圳,2016款,中型,1,155马力,汽油,4649,1859,1686,,前置前驱
大众 迈腾 2016款 1.8TSI 智享豪华型,一汽-大众,2016-06,2.64,自动,1.8T,15.50,25.50,深圳,2016款,中型,0,160马力,汽油,4865,1820,1475,,前置前驱
奥迪A4L 2016款 35 TFSI 典藏版 自动标准型,一汽-大众奥迪,2016-06,3.98,自动,2.0T,20.00,34.00,深圳,2016款,中型,0,180马力,汽油,4761,1826,1439,,前置前驱
奔驰B级 2015款 B 200 动感型(进口),奔驰(进口),2015-10,5.36,自动,1.6T,15.00,28.40,深圳,2015款,紧凑型,0,156马力,汽油,4398,1786,1558,,前置前驱
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,北京现代,2015-02,5.16,自动,1.6L,7.60,17.00,深圳,2015款,小型,1,125马力,汽油,4270,1780,1627,,前置前驱
宝马X1 2015款 xDrive20i 时尚晋级版,华晨宝马,2016-02,3.46,自动,2.0T,16.88,18.06,深圳,2015款,紧凑型,1,184马力,汽油,4484,1798,1577,,前置四驱
比亚迪F3 2016款 1.5L 自动豪华型,比亚迪,2017-09,2.56,自动,1.5L,3.92,4.16,深圳,2016款,紧凑型,0,109马力,汽油,4617,1716,1480,,前置前驱
宝马3系 2011款 320i 豪华型,华晨宝马,2011-08,4.24,自动,2.0L,11.50,41.60,深圳,2011款,中型,0,152马力,汽油,4531,1817,1421,,前置后驱
凯迪拉克XTS 2014款 28T 舒适型,上汽通用凯迪拉克,2014-08,5.84,自动,2.0T,16.90,38.00,深圳,2014款,中大型,0,269马力,汽油,5131,1852,1501,,前置前驱
雷克萨斯CT 2014款 CT200h 精英版 单色,雷克萨斯,2014-04,4.37,自动,1.8L,14.80,29.20,深圳,2014款,紧凑型,0,99马力,油电混合,4350,1765,1455,,前置前驱
现代 名图 2014款 1.8L 自动智能型GLS,北京现代,2014-07,3.02,自动,1.8L,7.98,16.30,深圳,2014款,中型,0,143马力,汽油,4710,1820,1470,,前置前驱
现代 朗动 2015款 1.6L 自动领先型,北京现代,2016-03,5.21,自动,1.6L,7.19,13.90,深圳,2015款,紧凑型,0,128马力,汽油,4570,1775,1445,,前置前驱
大众 速腾 2015款 230TSI 自动舒适型,一汽-大众,2016-08,3.5,自动,1.4T,10.28,17.50,深圳,2015款,紧凑型,0,131马力,汽油,4655,1780,1453,,前置前驱
日产 天籁 2013款 2.0L XL舒适版,东风日产,2013-07,7.08,自动,2.0L,10.80,20.20,深圳,2013款,中型,0,141马力,汽油,4868,1830,1490,,前置前驱
标致2008 2014款 1.6L 自动潮流版,东风标致,2015-10,5.18,自动,1.6L,5.55,11.90,深圳,2014款,小型,1,117马力,汽油,4180,1745,1580,,前置前驱
