title,brand,buy_time,km,speedbox,displacement,es_price,new_price,city,year_type,level,suv,horsepower,fuel,length,width,height,owners,drive 
菲亚特 菲翔 2012款 1.4T 自动悦享版,广汽菲克菲亚特,2013-11,14.17,自动,1.4T,4.20,13.30,上海,2012款,紧凑型,0,120马力,汽油,4679,1850,1471,,前置前驱
吉利 博越 2016款 1.8TD 自动智慧型,吉利汽车,2017-06,3.16,自动,1.8T,8.76,15.20,上海,2016款,紧凑型,1,184马力,汽油,4519,1831,1694,,前置前驱
大众 迈腾 2015款 改款 1.8TSI 豪华型,一汽-大众,2015-10,8.94,自动,1.8T,13.07,13.86,上海,2015款,中型,0,160马力,汽油,4865,1820,1475,,前置前驱
起亚K5 2012款 2.0L 自动GLS,东风悦达起亚,2013-06,5.69,自动,2.0L,7.61,8.21,上海,2012款,中型,0,162马力,汽油,4845,1830,1460,,前置前驱
大众POLO 2011款 劲取 1.4L 手动实乐版,上汽大众,2011-09,5.67,手动,1.4L,3.00,9.30,上海,2011款,小型,0,86马力,汽油,4176,1650,1465,,前置前驱
路虎 发现神行 2016款 2.0T SE,奇瑞捷豹路虎,2016-06,2.88,自动,2.0T,23.00,44.30,上海,2016款,中型,1,241马力,汽油,4599,1894,1724,,前置四驱
宝马5系 2014款 520Li 典雅型,华晨宝马,2014-12,7.45,自动,2.0T,24.60,47.30,上海,2014款,中大型,0,184马力,汽油,5055,1860,1491,,前置后驱
福特 福克斯 2012款 两厢 1.6L 手动风尚型,长安福特,2012-11,5.21,手动,1.6L,4.07,14.40,上海,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
英菲尼迪Q50 2014款 2.0T 豪华版(进口),英菲尼迪(进口),2014-09,4.04,自动,2.0T,17.04,18.07,上海,2014款,中型,0,211马力,汽油,4790,1823,1450,,前置后驱
大众 途观 2010款 1.8TSI 自动两驱风尚版,上汽大众,2011-06,9.24,自动,1.8T,8.79,8.93,上海,2010款,紧凑型,1,160马力,汽油,4525,1809,1685,,前置前驱
丰田 RAV4 2011款 2.4L 自动四驱豪华版,一汽丰田,2012-01,6.73,自动,2.4L,10.15,26.00,上海,2011款,紧凑型,1,170马力,汽油,4630,1855,1720,,前置四驱
吉利 博越 2016款 1.8TD 自动智尊型,吉利汽车,2016-06,2.49,自动,1.8T,9.05,9.24,上海,2016款,紧凑型,1,184马力,汽油,4519,1831,1694,,前置前驱
别克 君威 2011款 2.4L SIDI舒适版,上汽通用别克,2011-12,4.43,自动,2.4L,5.98,6.06,上海,2011款,中型,0,186马力,汽油,4830,1856,1484,,前置前驱
雪佛兰 科帕奇 2015款 2.4L 四驱旗舰版 7座,上汽通用雪佛兰,2016-09,5.8,自动,2.4L,11.86,12.2,上海,2015款,中型,1,167马力,汽油,4690,1868,1756,,前置四驱
吉利 博瑞 2017款 1.8T 旗舰型,吉利汽车,2017-08,0.97,自动,1.8T,10.97,19.20,上海,2017款,中型,0,184马力,汽油,4956,1861,1513,,前置前驱
福特 锐界 2016款 EcoBoost 245 四驱豪锐型 7座,长安福特,2016-05,11.11,自动,2.0T,17.34,17.83,上海,2016款,中型,1,245马力,汽油,4878,1925,1770,,前置四驱
大众 凌渡 2015款 280TSI 手动舒适版,上汽大众,2016-04,6.44,手动,1.4T,8.96,18.40,上海,2015款,紧凑型,0,150马力,汽油,4598,1826,1425,,前置前驱
凯迪拉克XTS 2016款 28T 技术型,上汽通用凯迪拉克,2016-06,3.41,自动,2.0T,18.76,19.35,上海,2016款,中大型,0,269马力,汽油,5131,1852,1501,,前置前驱
本田 杰德 2017款 210TURBO CVT豪华版 5座,东风本田,2017-11,2.23,自动,1.5T,13.05,18.00,上海,2017款,紧凑型,0,156马力,汽油,4667,1775,1540,,前置前驱
比亚迪 秦 2015款 1.5T 双冠旗舰Plus版,比亚迪,2015-12,3.95,自动,1.5T,8.50,23.90,上海,2015款,紧凑型,0,154马力,插电式混合动力,4740,1770,1480,,前置前驱
吉利 博越 2016款 1.8TD 手动智慧型,吉利汽车,2016-09,2.98,手动,1.8T,8.50,14.10,上海,2016款,紧凑型,1,163马力,汽油,4519,1831,1694,,前置前驱
奔驰GLK级 2012款 GLK 300 4MATIC 时尚型,北京奔驰,2012-10,11.74,自动,3.0L,20.00,51.60,上海,2012款,中型,1,245马力,汽油,4528,1840,1691,,前置四驱
大众 捷达 2013款 1.6L 手动舒适型,一汽-大众,2013-11,10.39,手动,1.6L,4.00,10.70,上海,2013款,紧凑型,0,110马力,汽油,4487,1706,1470,,前置前驱
雪佛兰 科鲁兹 2013款 1.6L SE AT,上汽通用雪佛兰,2014-02,6.98,自动,1.6L,5.80,14.60,上海,2013款,紧凑型,0,121马力,汽油,4598,1797,1477,,前置前驱
荣威550 2014款 550S 1.8L 自动智选版,上汽集团,2014-10,6.48,自动,1.8L,5.50,14.10,上海,2014款,紧凑型,0,133马力,汽油,4648,1827,1483,,前置前驱
大众 朗逸 2008款 1.6L 手动品悠版,上汽大众,2009-09,9.75,手动,1.6L,3.50,12.20,上海,2008款,紧凑型,0,105马力,汽油,4608,1743,1465,,前置前驱
雪佛兰 创酷 2014款 1.4T 自动两驱豪华型,上汽通用雪佛兰,2015-06,1.53,自动,1.4T,7.50,14.50,上海,2014款,小型,1,140马力,汽油,4248,1776,1674,,前置前驱
大众 途观 2012款 1.8TSI 自动四驱菁英版,上汽大众,2013-03,8.95,自动,1.8T,12.00,29.50,上海,2012款,紧凑型,1,160马力,汽油,4525,1809,1685,,前置四驱
英菲尼迪Q50L 2016款 2.0T 悦享版,东风英菲尼迪,,3.38,自动,2.0T,20.00,33.60,上海,2016款,中型,0,211马力,汽油,4840,1823,1456,,前置后驱
别克 昂科威 2016款 20T 四驱豪华型,上汽通用别克,2016-11,4.03,自动,1.5T,15.60,28.20,上海,2016款,中型,1,169马力,汽油,4667,1839,1694,,前置四驱
标致508 2013款 2.0L 两周年纪念 自动天窗经典版,东风标致,2013-07,12.24,自动,2.0L,7.00,19.70,上海,2013款,中型,0,147马力,汽油,4826,1855,1465,,前置前驱
现代 索纳塔九 2016款 2.0L hybrid HS领先型,北京现代,2017-05,9.01,自动,2.0L,12.37,12.64,上海,2016款,中型,0,156马力,油电混合,4855,1865,1485,,前置前驱
大众POLO 2011款 1.4L 手动致尚版,上汽大众,2011-04,9.16,手动,1.4L,3.20,10.30,上海,2011款,小型,0,86马力,汽油,3970,1682,1462,,前置前驱
长安 逸动 2012款 1.6L 手动豪华型 国IV,长安汽车,2012-09,4.05,手动,1.6L,3.00,8.70,上海,2012款,紧凑型,0,125马力,汽油,4620,1820,1490,,前置前驱
大众 速腾 2012款 1.4TSI 自动旗舰版,一汽-大众,2012-12,10.58,自动,1.4T,7.00,19.30,上海,2012款,紧凑型,0,131马力,汽油,4644,1778,1482,,前置前驱
宝马5系 2014款 525Li 领先型,华晨宝马,2016-03,9.09,自动,2.0T,30.00,50.60,上海,2014款,中大型,0,218马力,汽油,5055,1860,1491,,前置后驱
标致308 2012款 2.0L 自动尊尚型,东风标致,2012-07,12.47,自动,2.0L,3.60,15.40,上海,2012款,紧凑型,0,147马力,汽油,4558,1805,1505,,前置前驱
奥迪A4L 2015款 35 TFSI 自动标准型,一汽-大众奥迪,2015-06,5.48,自动,2.0T,18.28,34.00,上海,2015款,中型,0,180马力,汽油,4761,1826,1439,,前置前驱
雪佛兰 科鲁兹 2010款 1.6L SL天地版 MT,上汽通用雪佛兰,2011-04,8.34,手动,1.6L,3.00,12.40,上海,2010款,紧凑型,0,117马力,汽油,4598,1797,1477,,前置前驱
宝马3系 2014款 320i 时尚型,华晨宝马,2014-09,8.04,自动,2.0T,18.20,37.20,上海,2014款,中型,0,184马力,汽油,4624,1811,1455,,前置后驱
奔驰C级 2010款 C 200 CGI 时尚型,北京奔驰,2010-10,11.95,自动,1.8T,9.59,42.90,上海,2010款,中型,0,184马力,汽油,4581,1770,1448,,前置后驱
长安 逸动 2015款 XT 1.6L 手动俊酷型 国IV,长安汽车,2015-09,3.48,手动,1.6L,4.24,8.90,上海,2015款,紧凑型,0,125马力,汽油,4425,1815,1485,,前置前驱
道奇 酷威 2013款 2.4L 两驱尊尚版(进口),道奇(进口),2013-11,4.89,自动,2.4L,10.50,31.70,上海,2013款,中型,1,170马力,汽油,4910,1878,1751,,前置前驱
宝马3系 2012款 320i 时尚型,华晨宝马,2012-02,6.2,自动,2.0L,12.00,38.10,上海,2012款,中型,0,152马力,汽油,4531,1817,1421,,前置后驱
斯柯达Yeti 2014款 1.4TSI DSG探索版,上汽斯柯达,2015-12,7.05,自动,1.4T,7.50,19.50,上海,2014款,小型,1,150马力,汽油,4275,1793,1682,,前置前驱
宝马3系 2010款 320i豪华型(进口),宝马(进口),2011-06,6.55,自动,2.0L,10.00,40.70,上海,2010款,中型,0,156马力,汽油,4531,1817,1421,,前置后驱
三菱 劲炫ASX 2013款 1.6L 手动两驱标准版,广汽三菱,2015-12,4.53,手动,1.6L,5.46,5.75,上海,2013款,紧凑型,1,124马力,汽油,4295,1770,1615,,前置前驱
福特 福克斯 2013款 三厢经典 1.8L 自动基本型,长安福特,2013-04,4.97,自动,1.8L,3.96,4.25,上海,2013款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
宝马3系 2013款 320i 时尚型,华晨宝马,2013-08,6.39,自动,2.0T,16.60,36.80,上海,2013款,中型,0,184马力,汽油,4624,1811,1455,,前置后驱
大众 2016款 途安L 280TSI 自动舒适版,上汽大众,2017-03,2.15,自动,1.4T,11.88,12.85,上海,2016款,MPV,0,150马力,汽油,4527,1829,1659,,前置前驱
雪佛兰 迈锐宝 2016款 2.0L 自动豪华版,上汽通用雪佛兰,2016-05,2.02,自动,2.0L,9.35,9.89,上海,2016款,中型,0,154马力,汽油,4855,1854,1474,,前置前驱
Jeep 自由光 2016款 2.4L 领先版,广汽菲克Jeep,2016-09,2.43,自动,2.4L,15.00,24.90,上海,2016款,中型,1,175马力,汽油,4649,1859,1686,,前置前驱
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,上汽通用雪佛兰,2013-01,6.39,自动,2.0L,7.17,19.50,上海,2012款,中型,0,147马力,汽油,4869,1854,1472,,前置前驱
大众 宝来 2016款 1.6L 自动舒适型,一汽-大众,2016-12,8.14,自动,1.6L,7.96,14.30,上海,2016款,紧凑型,0,110马力,汽油,4562,1793,1468,,前置前驱
别克 威朗 2018款 三厢 15S 自动领先型,上汽通用别克,2018-05,0.24,自动,1.5L,10.29,16.80,上海,2018款,紧凑型,0,118马力,汽油,4718,1802,1466,,前置前驱
奥迪A4L 2010款 2.0 TFSI 标准型,一汽-大众奥迪,2011-04,11.63,自动,2.0T,10.42,33.60,上海,2010款,中型,0,180马力,汽油,4763,1826,1426,,前置前驱
大众 途观 2012款 1.8TSI 自动两驱菁英版,上汽大众,2012-01,11.85,自动,1.8T,9.90,27.70,上海,2012款,紧凑型,1,160马力,汽油,4525,1809,1685,,前置前驱
雪佛兰 科鲁兹 2013款 1.6L SE MT,上汽通用雪佛兰,2013-07,5.86,手动,1.6L,3.63,13.00,上海,2013款,紧凑型,0,121马力,汽油,4598,1797,1477,,前置前驱
宝马5系 2012款 523Li 领先型,华晨宝马,2012-07,8.74,自动,2.5L,19.82,49.90,上海,2012款,中大型,0,204马力,汽油,5039,1860,1471,,前置后驱
大众 桑塔纳 2015款 浩纳 1.6L 手动舒适型,上汽大众,2016-06,2.29,手动,1.6L,6.00,11.70,上海,2015款,紧凑型,0,110马力,汽油,4282,1706,1475,,前置前驱
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,长安福特,2014-06,6.08,自动,2.0T,12.00,22.00,上海,2013款,中型,0,203马力,汽油,4860,1854,1480,,前置前驱
起亚K3 2015款 1.6L 自动GL,东风悦达起亚,2016-01,3.62,自动,1.6L,7.18,12.20,上海,2015款,紧凑型,0,128马力,汽油,4600,1780,1445,,前置前驱
雪佛兰 科沃兹 2018款 320 自动欣悦版,上汽通用雪佛兰,2018-04,0.85,自动,1.5L,7.50,10.80,上海,2018款,紧凑型,0,113马力,汽油,4544,1779,1467,,前置前驱
福特 福克斯 2012款 三厢 1.6L 自动舒适型,长安福特,2012-08,6.87,自动,1.6L,5.30,14.20,上海,2012款,紧凑型,0,125马力,汽油,4534,1823,1483,,前置前驱
别克 英朗 2012款 GT 1.6L 自动舒适版,上汽通用别克,2013-04,5.25,自动,1.6L,6.00,16.00,上海,2012款,紧凑型,0,121马力,汽油,4671,1815,1478,,前置前驱
马自达6 2007款 2.0L 自动豪华型,一汽马自达,2009-07,14.67,自动,2.0L,4.00,20.60,上海,2007款,中型,0,146马力,汽油,4670,1780,1435,,前置前驱
福特 福克斯 2015款 两厢 EcoBoost 125 自动超能风尚型,长安福特,2016-04,9.18,自动,1.0T,7.38,15.20,上海,2015款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
标致3008 2013款 1.6THP 自动潮流版,东风标致,2014-11,5.58,自动,1.6T,8.00,21.90,上海,2013款,紧凑型,1,163马力,汽油,4428,1840,1652,,前置前驱
福特 福克斯 2012款 三厢经典 1.8L 手动基本型,长安福特,2013-01,9.16,手动,1.8L,3.50,10.80,上海,2012款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
别克 凯越 2011款 1.6LE-AT,上汽通用别克,2012-05,5.92,自动,1.6L,3.50,12.80,上海,2011款,紧凑型,0,110马力,汽油,4515,1725,1445,,前置前驱
福特 蒙迪欧-致胜 2011款 2.3L 豪华型,长安福特,2013-07,8.67,自动,2.3L,7.20,21.10,上海,2011款,中型,0,160马力,汽油,4854,1886,1495,,前置前驱
雪佛兰 科帕奇 2014款 2.4L 四驱旗舰版 7座,上汽通用雪佛兰,2015-08,4.71,自动,2.4L,9.40,22.80,上海,2014款,中型,1,167马力,汽油,4673,1868,1756,,前置四驱
别克 英朗 2013款 GT 1.6L 自动时尚版,上汽通用别克,2014-12,5.95,自动,1.6L,5.80,16.60,上海,2013款,紧凑型,0,121马力,汽油,4671,1815,1478,,前置前驱
大众 速腾 2014款 改款 1.4TSI 自动豪华型,一汽-大众,2014-11,10.73,自动,1.4T,8.80,18.20,上海,2014款,紧凑型,0,131马力,汽油,4644,1778,1482,,前置前驱
大众 途观 2015款 1.8TSI 自动两驱舒适版,上汽大众,2015-03,0.77,自动,1.8T,16.00,25.80,上海,2015款,紧凑型,1,160马力,汽油,4506,1809,1685,,前置前驱
宝马5系 2014款 525Li 豪华设计套装,华晨宝马,2014-07,9.13,自动,2.0T,29.10,54.20,上海,2014款,中大型,0,218马力,汽油,5055,1860,1491,,前置后驱
陆风X7 2015款 2.0T 全景尊贵版,陆风汽车,2016-07,4.38,自动,2.0T,7.00,15.20,上海,2015款,紧凑型,1,190马力,汽油,4420,1910,1630,,前置前驱
别克 君威 2015款 1.6T 精英技术型,上汽通用别克,2015-05,4.7,自动,1.6T,11.00,22.80,上海,2015款,中型,0,184马力,汽油,4843,1856,1484,,前置前驱
大众CC 2015款 2.0TSI 豪华型,一汽-大众,2014-11,9.17,自动,2.0T,15.50,30.80,上海,2015款,中型,0,200马力,汽油,4812,1855,1417,,前置前驱
大众 甲壳虫 2013款 1.2TSI 时尚型(进口),大众(进口),2013-05,2.34,自动,1.2T,10.50,21.60,上海,2013款,紧凑型,0,105马力,汽油,4278,1808,1486,,前置前驱
宝马3系 2012款 320i 豪华型,华晨宝马,2012-05,7.54,自动,2.0L,11.50,42.20,上海,2012款,中型,0,152马力,汽油,4531,1817,1421,,前置后驱
奔驰GLK级 2015款 GLK 300 4MATIC 时尚型 极致版,北京奔驰,2015-10,4.95,自动,3.0L,30.00,52.60,上海,2015款,中型,1,245马力,汽油,4556,1840,1689,,前置四驱
斯柯达 晶锐 2011款 1.4L 手动晶致版,上汽斯柯达,2012-04,5.38,手动,1.4L,2.80,8.60,上海,2011款,小型,0,86马力,汽油,3992,1642,1500,,前置前驱
宝马3系 2011款 320i 豪华型,华晨宝马,2011-11,7.21,自动,2.0L,11.00,41.60,上海,2011款,中型,0,152马力,汽油,4531,1817,1421,,前置后驱
宝马3系 2011款 330i敞篷轿跑版(进口),宝马(进口),2012-11,5.66,自动,3.0L,18.50,80.70,上海,2011款,中型,0,258马力,汽油,4612,1782,1384,,前置后驱
大众CC 2013款 2.0TSI 至尊型,一汽-大众,2014-03,7.29,自动,2.0T,15.00,33.00,上海,2013款,中型,0,200马力,汽油,4812,1855,1417,,前置前驱
大众CC 2010款 2.0TSI 至尊型,一汽-大众,2011-03,9.82,自动,2.0T,10.05,10.75,上海,2010款,中型,0,200马力,汽油,4799,1855,1417,,前置前驱
路虎 发现神行 2018款 240PS SE版,奇瑞捷豹路虎,2018-07,0.87,自动,2.0T,27.00,28.49,上海,2018款,中型,1,241马力,汽油,4599,1894,1724,,前置四驱
大众 途安 2013款 1.4T 自动舒适版5座,上汽大众,2013-07,15.92,自动,1.4T,6.00,6.41,上海,2013款,MPV,0,131马力,汽油,4395,1794,1658,,前置前驱
福特 翼虎 2017款 EcoBoost 180 两驱豪翼型,长安福特,2016-12,1.66,自动,1.5T,12.70,13.36,上海,2017款,紧凑型,1,181马力,汽油,4524,1838,1701,,前置前驱
大众 迈腾 2012款 改款 1.8TSI 豪华型,一汽-大众,2012-09,2.58,自动,1.8T,11.08,11.78,上海,2012款,中型,0,160马力,汽油,4865,1820,1475,,前置前驱
奥迪A6L 2016款 TFSI 运动型,一汽-大众奥迪,2016-04,2.37,自动,1.8T,27.52,29.11,上海,2016款,中大型,0,190马力,汽油,5036,1874,1466,,前置前驱
福特 福克斯 2012款 三厢 1.6L 自动舒适型,长安福特,2014-09,6.56,自动,1.6L,5.80,14.20,上海,2012款,紧凑型,0,125马力,汽油,4534,1823,1483,,前置前驱
起亚 福瑞迪 2009款 1.6L AT Premium,东风悦达起亚,2010-10,9.7,自动,1.6L,3.00,13.30,上海,2009款,紧凑型,0,123马力,汽油,4530,1775,1460,,前置前驱
奥迪A4L 2015款 45 TFSI quattro个性运动型,一汽-大众奥迪,2016-01,3.33,自动,2.0T,20.25,20.45,上海,2015款,中型,0,224马力,汽油,4761,1826,1439,,前置四驱
福特 福克斯 2015款 两厢 1.6L 自动风尚型,长安福特,2015-05,11.1,自动,1.6L,5.70,14.80,上海,2015款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
沃尔沃XC60 2013款 T5 智雅版(进口),沃尔沃(进口),2013-04,7.31,自动,2.0T,15.09,51.50,上海,2013款,中型,1,240马力,汽油,4627,1891,1713,,前置前驱
标致508 2013款 2.3L 两周年纪念 自动旗舰版,东风标致,2013-04,5.04,自动,2.3L,7.60,24.90,上海,2013款,中型,0,171马力,汽油,4826,1855,1465,,前置前驱
大众 甲壳虫 2014款 1.2TSI 时尚型(进口),大众(进口),2014-01,5.46,自动,1.2T,10.03,21.70,上海,2014款,紧凑型,0,105马力,汽油,4278,1808,1486,,前置前驱
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,上汽通用别克,2016-06,4.79,自动,1.4T,8.00,16.30,上海,2015款,小型,1,140马力,汽油,4278,1774,1646,,前置前驱
传祺GS5 2012款 2.0L 自动两驱周年纪念版,广汽乘用车,2013-10,11.48,自动,2.0L,5.60,17.00,上海,2012款,紧凑型,1,147马力,汽油,4732,1854,1680,,前置前驱
福特 福克斯 2012款 三厢 1.6L 自动风尚型,长安福特,2015-01,7.52,自动,1.6L,7.00,15.60,上海,2012款,紧凑型,0,125马力,汽油,4534,1823,1483,,前置前驱
日产 轩逸 2012款 1.6XL CVT豪华版,东风日产,2012-08,10.35,自动,1.6L,6.10,14.70,上海,2012款,紧凑型,0,126马力,汽油,4610,1760,1495,,前置前驱
福特蒙迪欧-致胜 2011款 2.3L 时尚型,长安福特,2013-06,6,自动,2.3L,7.30,19.50,上海,2011款,中型,0,160马力,汽油,4854,1886,1495,,前置前驱
哈弗H6 2012款 1.5T 手动两驱精英型,长城汽车,2013-05,7.8,手动,1.5T,4.00,12.10,上海,2012款,紧凑型,1,150马力,汽油,4640,1825,1690,,前置前驱
纳智捷 优6 SUV 2014款 1.8T 时尚型,东风裕隆,2014-10,3.36,自动,1.8T,5.50,16.30,上海,2014款,紧凑型,1,158马力,汽油,4625,1825,1620,,前置前驱
现代 索纳塔八 2011款 2.0L 自动至尊版,北京现代,2012-11,15.92,自动,2.0L,7.00,22.10,上海,2011款,中型,0,165马力,汽油,4820,1835,1475,,前置前驱
福特 福克斯 2009款 两厢 1.8L 自动时尚型,长安福特,2010-06,8.33,自动,1.8L,3.28,14.60,上海,2009款,紧凑型,0,124马力,汽油,4342,1840,1500,,前置前驱
大众 高尔夫 2012款 1.4TSI 蓝驱版,一汽-大众,2012-09,5.55,自动,1.4T,7.20,17.30,上海,2012款,紧凑型,0,131马力,汽油,4199,1786,1479,,前置前驱
奔驰C级 2011款 C 180K 经典型,北京奔驰,2012-03,9.6,自动,1.6T,12.00,33.40,上海,2011款,中型,0,156马力,汽油,4591,1770,1444,,前置后驱
大众 朗逸 2011款 1.6L 自动品雅版,上汽大众,2011-09,13.06,自动,1.6L,4.80,14.60,上海,2011款,紧凑型,0,105马力,汽油,4608,1743,1465,,前置前驱
标致308 2012款 2.0L 自动尊尚型,东风标致,2011-12,6.38,自动,2.0L,4.00,15.40,上海,2012款,紧凑型,0,147马力,汽油,4558,1805,1505,,前置前驱
英菲尼迪QX50 2015款 2.5L 舒适版,东风英菲尼迪,,7.31,自动,2.5L,22.50,38.00,上海,2015款,中型,1,235马力,汽油,4744,1803,1614,,前置四驱
日产 轩逸 2012款 1.6XE 手动舒适版,东风日产,2013-12,13.46,手动,1.6L,5.00,12.90,上海,2012款,紧凑型,0,126马力,汽油,4610,1760,1495,,前置前驱
大众 宝来 2011款 1.6L 手动舒适型,一汽-大众,2011-05,9.19,手动,1.6L,3.60,12.90,上海,2011款,紧凑型,0,105马力,汽油,4540,1775,1467,,前置前驱
雪佛兰 创酷 2016款 1.4T 自动两驱舒适天窗版,上汽通用雪佛兰,2015-11,5.68,自动,1.4T,6.60,13.20,上海,2016款,小型,1,140马力,汽油,4248,1776,1674,,前置前驱
斯柯达 昕动 2016款 改款 TSI230 DSG智行版,上汽斯柯达,2015-12,2.83,自动,1.4T,7.30,13.00,上海,2016款,紧凑型,0,131马力,汽油,4304,1706,1475,,前置前驱
雪佛兰 科鲁兹 2013款 1.6L SL MT,上汽通用雪佛兰,2013-09,4.39,手动,1.6L,4.20,11.80,上海,2013款,紧凑型,0,121马力,汽油,4598,1797,1477,,前置前驱
起亚K2 2017款 三厢 1.4L AT GLS,东风悦达起亚,2017-08,2.28,自动,1.4L,6.20,9.60,上海,2017款,小型,0,100马力,汽油,4400,1740,1460,,前置前驱
大众 高尔夫 2010款 1.4TSI 自动舒适型,一汽-大众,2010-05,5.9,自动,1.4T,6.00,16.30,上海,2010款,紧凑型,0,131马力,汽油,4199,1786,1479,,前置前驱
大众 途观 2015款 1.8TSI 自动两驱豪华型,上汽大众,2015-09,4.77,自动,1.8T,14.50,28.20,上海,2015款,紧凑型,1,160马力,汽油,4506,1809,1685,,前置前驱
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,上汽通用别克,2016-08,2.51,自动,1.4T,8.00,16.30,上海,2015款,小型,1,140马力,汽油,4278,1774,1646,,前置前驱
荣威550 2013款 经典版 550 1.8L 自动豪华型,上汽集团,2013-08,8.27,自动,1.8L,4.00,13.00,上海,2013款,紧凑型,0,133马力,汽油,4624,1827,1480,,前置前驱
大众 高尔夫 2015款 1.4TSI 自动舒适型,一汽-大众,2015-08,2.46,自动,1.4T,9.00,16.80,上海,2015款,紧凑型,0,131马力,汽油,4255,1799,1452,,前置前驱
斯柯达 昊锐 2009款 1.8TSI 自动贵雅版,上汽斯柯达,2011-08,8.91,自动,1.8T,6.00,23.40,上海,2009款,中型,0,160马力,汽油,4838,1817,1462,,前置前驱
福特 福克斯 2012款 两厢 1.6L 自动舒适型,长安福特,2012-12,7.88,自动,1.6L,4.50,14.20,上海,2012款,紧凑型,0,125马力,汽油,4368,1823,1483,,前置前驱
福特 翼虎 2013款 1.6L GTDi 四驱精英型,长安福特,2013-05,10.2,自动,1.6T,8.09,8.41,上海,2013款,紧凑型,1,177马力,汽油,4524,1838,1695,,前置四驱
福特 锐界 2015款 2.0T GTDi 两驱豪锐型,长安福特,2016-10,2.99,自动,2.0T,20.00,32.50,上海,2015款,中型,1,245马力,汽油,4878,1925,1770,,前置前驱
丰田 凯美瑞 2009款 240G 豪华版,广汽丰田,2009-09,12.07,自动,2.4L,6.80,24.60,上海,2009款,中型,0,167马力,汽油,4825,1820,1485,,前置前驱
大众 帕萨特 2013款 1.8TSI DSG尊荣版,上汽大众,2014-02,7.43,自动,1.8T,10.80,23.80,上海,2013款,中型,0,160马力,汽油,4870,1834,1472,,前置前驱
奔驰E级 2011款 E 300 L 时尚尊贵型,北京奔驰,2011-06,11.83,自动,3.0L,16.37,77.10,上海,2011款,中大型,0,245马力,汽油,5012,1855,1464,,前置后驱
奇瑞 艾瑞泽5 2016款 1.5L 手动领潮版,奇瑞汽车,2016-12,4.01,手动,1.5L,3.62,6.90,上海,2016款,紧凑型,0,116马力,汽油,4572,1825,1482,,前置前驱
奥迪A4L 2015款 35 TFSI 自动舒适型,一汽-大众奥迪,2015-09,6.91,自动,2.0T,16.50,36.10,上海,2015款,中型,0,180马力,汽油,4761,1826,1439,,前置前驱
凯迪拉克ATS-L 2017款 28T 时尚型,上汽通用凯迪拉克,2018-05,0.65,自动,2.0T,19.45,20.07,上海,2017款,中型,0,279马力,汽油,4730,1824,1426,,前置后驱
日产 奇骏 2014款 2.5L CVT尊享版 4WD,东风日产,2014-09,6.29,自动,2.5L,14.17,27.20,上海,2014款,紧凑型,1,186马力,汽油,4643,1820,1724,,前置四驱
大众 途观 2015款 1.8TSI 自动两驱豪华型,上汽大众,2015-05,8.57,自动,1.8T,14.02,14.16,上海,2015款,紧凑型,1,160马力,汽油,4506,1809,1685,,前置前驱
大众 帕萨特 2011款 2.0TSI DSG至尊版,上汽大众,2011-08,12.42,自动,2.0T,9.62,9.77,上海,2011款,中型,0,200马力,汽油,4870,1834,1472,,前置前驱
Jeep 自由侠 2016款 1.4T 自动劲能版+,广汽菲克Jeep,2016-10,3.02,自动,1.4T,10.02,18.10,上海,2016款,小型,1,150马力,汽油,4245,1805,1695,,前置前驱
日产 天籁 2013款 2.0L XL舒适版,东风日产,2015-11,7.05,自动,2.0L,11.81,12.06,上海,2013款,中型,0,141马力,汽油,4868,1830,1490,,前置前驱
福特 福克斯 2013款 三厢经典 1.8L 手动时尚型,长安福特,2013-11,7.09,手动,1.8L,4.00,12.20,上海,2013款,紧凑型,0,124马力,汽油,4480,1840,1500,,前置前驱
本田 锋范 2015款 1.5L CVT舒适版,广汽本田,2016-01,3.98,自动,1.5L,7.00,9.70,上海,2015款,紧凑型,0,131马力,汽油,4450,1695,1477,,前置前驱
标致408 2010款 1.6L 自动舒适版,东风标致,2010-12,6.21,自动,1.6L,3.80,14.50,上海,2010款,紧凑型,0,106马力,汽油,4680,1815,1525,,前置前驱
宝马X1 2010款 sDrive18i豪华型(进口),宝马(进口),2012-04,4.18,自动,2.0L,12.50,39.80,上海,2010款,紧凑型,1,150马力,汽油,4454,1798,1545,,前置后驱
大众 速腾 2012款 1.4TSI 自动豪华型,一汽-大众,2014-03,6.28,自动,1.4T,9.05,18.20,上海,2012款,紧凑型,0,131马力,汽油,4644,1778,1482,,前置前驱
斯柯达 明锐 2012款 1.6L 自动逸俊版,上汽斯柯达,2012-03,4.04,自动,1.6L,6.00,16.20,上海,2012款,紧凑型,0,105马力,汽油,4569,1769,1462,,前置前驱
